# Flux Network Reconstruction using RW method
# Walkers leave from emitting cells
# Probability involves emitting fluxes, then absorbing flux is shared among connections
# Seed: 1684539231
# Threshold: 0.5
# Precision: 100000.0
# Dt: 1.0
# Radius step: 3.000000
# Matrix output


0.000158 0.000402 0.004499 0.000034 0.004219 0.019536 0.000035 0.029315 0.009324 0.000500 0.008421 0.025556 0.012006 0.003834 0.000812 0.000417 0.006502 0.001347 0.000066 0.000075 0.000229 0.000061 0.000071 0.000829 0.000219 0.001083 0.000102 0.000111 0.000376 0.000687 0.000022 0.000003 0.000044 -0.000000 0.000020 -0.000000 0.000016 -0.000000 0.000002 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000023 -0.000000 -0.000000 0.000001 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000017 -0.000000 -0.000000 -0.000000 -0.000000 
0.588763 0.382603 0.064198 0.003683 0.056123 0.002037 0.008417 -0.000000 0.000644 0.004864 -0.000000 -0.000000 0.000254 0.000044 0.001103 -0.000000 0.000714 0.000631 0.009968 0.000635 0.000172 0.000429 0.003475 0.000044 0.000603 0.000111 0.001377 0.003377 -0.000000 -0.000000 0.000022 0.000003 -0.000000 0.000584 0.000300 0.000018 -0.000000 0.000069 -0.000000 0.000365 0.000039 0.000311 -0.000000 0.000013 0.000005 -0.000000 0.000011 -0.000000 -0.000000 0.000166 -0.000000 0.000045 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000040 -0.000000 -0.000000 0.000035 -0.000000 -0.000000 -0.000000 
0.001028 0.001305 0.027427 0.000113 0.014574 0.092277 0.000017 0.036721 0.022286 0.002287 0.015430 0.020482 0.025998 0.004473 0.002227 0.000219 0.009435 0.002494 0.000594 0.000108 0.000325 0.000092 0.000142 0.000567 0.000110 0.000611 -0.000000 -0.000000 0.000376 -0.000000 0.000022 0.000018 0.000033 0.000034 -0.000000 0.000018 0.000016 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.009173 0.010544 0.029677 0.000502 0.027998 0.009436 0.000661 0.000871 0.005534 0.003944 0.001449 0.003570 0.005073 0.000581 0.002747 0.000146 0.010228 0.002953 0.006205 0.001172 0.001987 0.001993 0.004538 0.000567 0.004001 0.000945 0.002346 0.002159 0.000777 0.003665 0.000614 0.000114 0.000349 0.000825 0.000620 0.000616 0.000372 0.002479 0.000015 0.000957 0.000313 0.000933 0.000049 0.000365 0.000035 0.001900 0.000160 0.000739 0.000278 0.000069 0.000093 0.000635 0.000517 0.000005 0.000173 0.000388 0.000111 0.000555 0.000090 0.000161 0.000090 0.000084 0.000319 -0.000000 0.000196 0.000014 
0.005852 0.004921 0.067919 0.000323 0.045129 0.148225 0.000226 0.025642 0.038129 0.005706 0.014506 0.025744 0.033185 0.003892 0.006161 0.000453 0.021804 0.007081 0.002311 0.000462 0.000994 0.000460 0.000425 0.000916 0.000822 0.001750 0.000510 0.000388 0.000651 0.001374 0.000044 0.000025 0.000044 -0.000000 0.000040 0.000018 0.000016 0.000207 0.000001 -0.000000 -0.000000 -0.000000 0.000002 -0.000000 -0.000000 0.000112 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.239617 0.706461 0.008566 0.006322 0.091663 0.000956 0.135650 -0.000000 0.000114 0.017879 0.000018 -0.000000 -0.000000 -0.000000 0.001270 -0.000000 0.000238 0.000143 0.070571 0.001656 0.000229 0.000675 0.015813 -0.000000 0.000055 -0.000000 0.005354 0.029454 -0.000000 -0.000000 -0.000000 0.000003 0.000011 0.007456 0.001421 0.000163 0.000031 0.000275 -0.000000 0.000638 0.000020 0.001822 -0.000000 -0.000000 0.000008 -0.000000 0.000011 -0.000000 -0.000000 0.000802 -0.000000 0.000182 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000090 0.000924 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.042467 0.042679 0.396871 0.003278 0.252746 0.320849 0.001565 0.019107 0.081033 0.030736 0.016552 0.028938 0.054618 0.004880 0.029595 0.000870 0.076750 0.033396 0.018088 0.003990 0.005924 0.003312 0.005531 0.002530 0.007180 0.003389 0.001530 0.002381 0.002480 0.003665 0.000570 0.000123 0.000306 0.000344 0.000220 0.000272 0.000140 0.000964 0.000010 0.000137 0.000137 0.000222 0.000002 0.000063 0.000008 0.000224 0.000046 0.000046 0.000064 0.000041 0.000047 0.000045 0.000043 0.000001 0.000043 0.000030 -0.000000 -0.000000 0.000023 0.000080 -0.000000 -0.000000 0.000035 -0.000000 -0.000000 -0.000000 
0.035112 0.036051 0.272195 0.002917 0.218356 0.382408 0.001843 0.030933 0.108246 0.029737 0.024394 0.046978 0.079770 0.007959 0.030719 0.001155 0.106880 0.035890 0.020003 0.004216 0.008274 0.004293 0.006169 0.003795 0.009154 0.005862 0.003060 0.002824 0.004208 0.006643 0.001382 0.000172 0.000459 0.000550 0.000300 0.000508 0.000248 0.000826 0.000021 0.000273 0.000078 0.000133 0.000031 0.000126 0.000011 0.000447 0.000046 0.000277 0.000086 0.000055 0.000047 0.000045 0.000129 0.000001 0.000087 0.000209 0.000111 -0.000000 -0.000000 0.000040 -0.000000 0.000017 0.000071 -0.000000 -0.000000 -0.000000 
0.000712 0.000703 0.004932 0.000045 0.005114 0.018705 0.000122 0.129706 0.012962 0.000947 0.016806 0.119324 0.019995 0.012330 0.001311 0.002281 0.013320 0.002781 0.000726 0.000333 0.000726 0.000552 0.000496 0.002617 0.001151 0.003917 0.000306 0.000277 0.001328 0.004238 0.000658 0.000052 0.000186 -0.000000 0.000040 0.000127 0.000031 0.000482 0.000007 0.000046 0.000020 -0.000000 0.000009 0.000063 0.000005 0.000783 -0.000000 0.000139 0.000086 0.000014 0.000023 -0.000000 0.000043 0.000001 -0.000000 0.000030 0.000056 0.000093 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.007117 0.008536 0.055892 0.000636 0.044234 0.229154 0.000400 0.188273 0.123520 0.008624 0.088376 0.224366 0.148592 0.034245 0.011509 0.005148 0.096810 0.022130 0.006007 0.001441 0.004491 0.002239 0.001986 0.009859 0.007016 0.013946 0.001938 0.000830 0.007440 0.012599 0.001864 0.000218 0.000557 0.000137 0.000200 0.000344 0.000217 0.001928 0.000026 0.000182 0.000098 0.000044 0.000038 0.000088 0.000003 0.001453 0.000034 0.000231 0.000257 -0.000000 0.000233 0.000045 0.000215 0.000002 0.000022 0.000090 0.000111 0.000185 0.000011 0.000040 -0.000000 -0.000000 0.000035 -0.000000 0.000028 -0.000000 
