# Flux Network Reconstruction using RW method
# Walkers leave from emitting cells
# Probability involves emitting fluxes, then absorbing flux is shared among connections
# Seed: 1684539243
# Threshold: 0.5
# Precision: 100000.0
# Dt: 1.0
# Radius step: 2.000000
# Matrix output


0.004806 0.021084 0.007726 0.027152 0.016990 0.011193 0.000460 0.005661 0.008228 0.000426 0.006612 0.001120 0.000960 0.000121 0.000141 0.000163 0.000082 0.000525 0.000011 0.000672 0.000187 0.000071 0.000035 0.000089 0.000249 -0.000000 0.000066 0.000098 0.000119 0.000001 0.000354 -0.000000 -0.000000 -0.000000 0.000065 0.000020 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000031 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.008921 0.010707 0.022982 0.036919 0.036759 0.011144 0.002891 0.023832 0.020374 0.005115 0.049588 0.002522 0.004116 0.001874 0.000409 0.001895 0.000946 0.002015 0.000440 0.003072 0.002616 0.004107 0.001800 0.000234 0.001085 0.002505 0.001050 0.000855 0.001132 0.000015 0.003655 0.000008 0.000810 0.000531 0.000390 0.000460 0.000373 0.000102 0.000297 0.002298 0.000025 0.000084 0.000139 0.000436 0.000270 0.000178 0.000009 0.000254 0.000048 0.000267 0.000047 0.000003 0.000017 0.000092 0.000075 0.000004 -0.000000 0.000030 0.000388 0.000061 -0.000000 0.000066 0.000004 -0.000000 0.000000 -0.000000 -0.000000 0.000015 
0.007275 0.000066 0.348106 0.002220 0.000662 0.000048 0.013219 0.008317 0.000049 0.155241 0.001058 0.000007 0.000278 0.003007 -0.000000 0.000015 0.111008 -0.000000 0.000132 -0.000000 0.014950 0.000071 0.000312 -0.000000 -0.000000 0.010090 0.033202 -0.000000 -0.000000 0.000000 -0.000000 0.000261 -0.000000 0.000025 -0.000000 -0.000000 0.002910 0.000163 0.000124 -0.000000 -0.000000 0.000028 -0.000000 0.001236 0.000077 -0.000000 0.000002 -0.000000 0.000024 -0.000000 -0.000000 0.000079 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000153 0.000109 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.245102 0.024125 0.240986 0.220109 0.102467 0.019008 0.019103 0.153754 0.036242 0.017945 0.120863 0.003567 0.014462 0.004926 0.000411 0.004101 0.003086 0.001561 0.000605 0.002368 0.003426 0.004461 0.001385 0.000310 0.000498 0.001360 0.002887 0.000244 0.000447 0.000009 0.002122 0.000019 0.000143 0.000303 0.000239 0.000240 0.000373 0.000061 0.000124 0.000177 -0.000000 0.000028 0.000013 0.000073 0.000077 0.000018 -0.000000 -0.000000 -0.000000 0.000067 0.000035 0.000005 -0.000000 0.000031 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.282514 0.043359 0.243908 0.378112 0.117691 0.029622 0.014974 0.158576 0.028846 0.009292 0.087143 0.003470 0.012933 0.002115 0.000415 0.001954 0.001852 0.001362 0.000209 0.002304 0.001246 0.001133 0.000035 0.000190 0.000611 0.000644 0.000656 0.000147 0.000164 0.000001 0.000236 0.000002 0.000048 -0.000000 0.000108 0.000020 0.000149 0.000010 -0.000000 -0.000000 -0.000000 -0.000000 0.000013 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.027933 0.001058 0.783919 0.021450 0.013768 0.000820 0.038521 0.097773 0.007199 0.132138 0.031737 0.000550 0.005354 0.014838 0.000070 0.002976 0.043449 0.000227 0.001491 0.000288 0.022985 0.006161 0.003739 0.000019 0.000068 0.020968 0.030512 0.000122 0.000313 0.000019 0.000707 0.000228 0.000238 0.000556 0.000239 0.000080 0.007910 0.000682 0.000496 0.001061 0.000021 0.000841 0.000076 0.002472 0.000386 0.000142 0.000028 -0.000000 0.000121 0.000067 0.000012 0.000073 -0.000000 0.000185 -0.000000 -0.000000 0.000051 -0.000000 -0.000000 0.000489 0.000109 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000030 
0.009691 0.000925 0.403613 0.015936 0.018490 0.002412 0.034566 0.099870 0.014546 0.112957 0.057390 0.001319 0.009067 0.021275 0.000234 0.008645 0.041638 0.001277 0.003571 0.001440 0.044040 0.028680 0.016618 0.000152 0.000543 0.046016 0.043898 0.000684 0.001608 0.000082 0.006956 0.000390 0.001001 0.003589 0.001930 0.001201 0.019925 0.002170 0.003493 0.015908 0.000136 0.003393 0.000570 0.009814 0.003241 0.001030 0.000222 0.000794 0.001029 0.002134 0.000082 0.000174 0.000139 0.001694 0.000375 -0.000000 0.000205 0.000761 0.000680 0.001621 0.000342 0.001446 0.000018 0.000113 0.000001 0.000152 0.000000 0.000133 
0.038580 0.176409 0.065830 0.359886 0.230661 0.127220 0.006516 0.066883 0.113083 0.004007 0.123376 0.014954 0.010235 0.001405 0.002153 0.001895 0.000946 0.008499 0.000182 0.010976 0.000934 0.001558 0.000554 0.001267 0.003279 0.000429 0.000394 0.001197 0.001295 0.000006 0.002004 0.000003 0.000262 0.000404 0.000282 0.000140 0.000373 0.000031 -0.000000 -0.000000 0.000008 -0.000000 0.000038 -0.000000 0.000039 0.000018 -0.000000 0.000032 -0.000000 0.000067 0.000012 0.000002 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000030 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.019463 0.341912 0.034862 0.222750 0.194740 0.196933 0.003769 0.037740 0.114602 0.003495 0.100764 0.017565 0.006369 0.001073 0.002843 0.001140 0.000535 0.011166 0.000160 0.014208 0.000436 0.002124 0.000450 0.001774 0.004410 0.000286 0.000656 0.002101 0.001564 0.000006 0.002947 0.000003 0.000500 0.000101 0.000260 0.000240 0.000075 0.000010 0.000074 -0.000000 0.000025 -0.000000 0.000076 -0.000000 -0.000000 -0.000000 -0.000000 0.000095 -0.000000 -0.000000 -0.000000 -0.000000 0.000035 -0.000000 0.000025 -0.000000 -0.000000 0.000030 -0.000000 -0.000000 0.000007 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.010674 0.675231 0.020385 0.142347 0.148272 0.280975 0.001928 0.021456 0.096138 0.001066 0.079870 0.017401 0.004617 0.000574 0.002775 0.000977 0.000247 0.012386 0.000083 0.016512 0.000561 0.001912 0.000173 0.001799 0.005473 0.000286 0.000066 0.001881 0.001444 0.000004 0.003773 0.000002 0.000429 0.000152 0.000304 0.000260 0.000149 -0.000000 0.000050 -0.000000 0.000021 -0.000000 0.000025 -0.000000 -0.000000 -0.000000 -0.000000 0.000063 -0.000000 -0.000000 -0.000000 -0.000000 0.000017 -0.000000 0.000025 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
