# Flux Network Reconstruction using RW method
# Walkers leave from emitting cells
# Probability involves emitting fluxes, then absorbing flux is shared among connections
# Seed: 1684539137
# Threshold: 0.5
# Precision: 100000.0
# Dt: 1.0
# Radius step: 6.000000
# Matrix output


0.208205 0.011730 0.004241 0.012441 0.011681 0.000256 0.000108 0.007987 0.029291 0.003234 0.003413 0.000384 0.014626 0.036761 0.001443 0.004475 0.000229 0.000667 0.002631 0.000133 0.000018 0.000241 0.000632 -0.000000 0.000173 0.000334 0.000581 0.000354 0.001812 0.000753 0.000629 0.000144 0.001346 0.000066 0.000166 0.000108 0.000032 0.001074 0.000013 0.000124 0.000014 -0.000000 0.000275 0.000063 0.000485 0.000135 -0.000000 0.000121 0.000035 0.000013 0.000025 0.000060 0.000073 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000019 -0.000000 -0.000000 -0.000000 -0.000000 0.000042 -0.000000 -0.000000 0.000031 0.000146 -0.000000 -0.000000 0.000017 -0.000000 -0.000000 -0.000000 -0.000000 0.000005 
0.007359 0.001380 0.026592 0.003837 0.038708 0.001024 0.000743 0.004866 0.007923 0.011372 0.008777 0.000093 0.006268 0.035847 0.006606 0.007062 0.001737 0.002896 0.001563 0.000623 0.000022 0.000159 0.000542 0.002910 0.001363 0.002729 0.000892 0.001323 0.005586 0.000339 0.005160 0.001148 0.001590 0.000265 0.000994 0.000258 0.000255 0.000885 0.000208 0.000311 0.000213 0.000261 0.001022 0.001126 0.001454 0.000135 0.000381 0.001093 0.000668 0.000032 0.000277 0.000091 0.000145 0.000035 0.000130 0.000235 0.000002 0.000096 0.000031 0.000058 0.000151 -0.000000 0.000021 0.000034 0.000042 0.000088 -0.000000 -0.000000 0.000291 0.000140 0.000011 -0.000000 -0.000000 0.000015 -0.000000 0.000053 -0.000000 
0.000793 0.000394 0.639016 0.000868 0.140059 0.063477 0.025319 0.000924 0.000240 0.024792 0.007871 0.000008 0.000261 0.007681 0.046924 0.003244 0.011770 0.003448 0.000172 0.001344 0.000003 0.000015 0.000039 0.047914 0.001276 0.002618 0.000078 0.000473 0.002717 -0.000000 0.008306 0.008133 -0.000000 0.000871 0.000118 0.000058 0.003119 0.000190 0.000324 0.000031 0.001177 0.001336 0.000079 0.000438 0.000323 0.000023 0.000554 0.002430 -0.000000 -0.000000 0.000101 -0.000000 0.000024 0.000062 -0.000000 -0.000000 -0.000000 -0.000000 0.000092 0.000116 -0.000000 -0.000000 0.000003 -0.000000 -0.000000 0.000703 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.135939 0.015772 0.099721 0.050913 0.202015 0.002842 0.002174 0.047162 0.069867 0.048828 0.057851 0.000958 0.039439 0.277630 0.027486 0.047999 0.005668 0.011768 0.012717 0.002492 0.000112 0.000915 0.002619 0.006548 0.003764 0.006238 0.003838 0.004702 0.019927 0.002146 0.012585 0.002631 0.007585 0.000551 0.002557 0.001023 0.000827 0.007077 0.000558 0.001305 0.000326 0.000639 0.003026 0.001126 0.004846 0.000700 0.000519 0.001458 0.001196 0.000084 0.000327 0.000302 0.000363 0.000142 0.000313 0.001643 0.000008 0.000159 0.000043 0.000116 0.000151 -0.000000 0.000018 0.000034 0.000334 -0.000000 -0.000000 0.000094 0.000146 0.000140 0.000044 0.000034 -0.000000 0.000007 -0.000000 0.000053 -0.000000 
0.003173 0.001479 0.623886 0.003126 0.210948 0.014518 0.008597 0.006693 0.010804 0.057182 0.027620 0.000127 0.007313 0.057062 0.063857 0.016958 0.014833 0.012734 0.003108 0.003871 0.000038 0.000304 0.000851 0.032740 0.007095 0.015428 0.001279 0.005647 0.019172 0.001016 0.036371 0.012726 0.004649 0.002646 0.004072 0.001181 0.005314 0.004739 0.001856 0.001119 0.001801 0.003543 0.003458 0.006006 0.014053 0.000880 0.003253 0.010934 0.002181 0.000155 0.002266 0.000211 0.000896 0.000585 0.000731 0.003755 0.000037 0.000446 0.000313 0.000754 0.000151 0.000459 0.000094 0.000337 0.001169 0.001845 0.000871 0.000220 0.001892 0.000419 0.000122 0.000223 0.000029 0.000067 0.000061 0.000584 0.000056 
0.004891 0.031741 0.004241 0.005551 0.012254 0.000512 0.000263 0.008398 0.086433 0.004958 0.004841 0.000932 0.050670 0.047552 0.003948 0.007473 0.001348 0.002344 0.005262 0.000448 0.000046 0.000801 0.001922 0.002494 0.001514 0.002785 0.004497 0.001796 0.007397 0.002334 0.006544 0.001961 0.010888 0.000419 0.001847 0.000599 0.000700 0.005623 0.000519 0.001398 0.000312 0.000639 0.002554 0.002628 0.007269 0.001016 0.000796 0.001458 0.001900 0.000252 0.000680 0.000543 0.001041 0.000221 0.001070 0.002582 0.000034 0.000669 0.000043 0.000464 0.000302 0.000283 0.000060 0.000641 0.000919 0.000351 0.000435 0.000598 0.001674 0.000558 0.000167 0.000189 0.000088 0.000067 0.000015 0.000478 0.000036 
0.028862 0.015772 0.013411 0.022843 0.030119 0.001331 0.000720 0.021168 0.092435 0.014929 0.013967 0.001041 0.054326 0.133511 0.013895 0.020858 0.003428 0.005333 0.011097 0.001463 0.000113 0.001230 0.004180 0.006132 0.004067 0.008577 0.007133 0.004206 0.016681 0.004065 0.015857 0.004162 0.019574 0.001279 0.003646 0.001589 0.001877 0.009667 0.001077 0.003232 0.000369 0.001394 0.005148 0.006319 0.018414 0.002122 0.001695 0.005103 0.003342 0.000491 0.001410 0.000754 0.001937 0.000532 0.001644 0.004146 0.000079 0.001179 0.000178 0.000851 0.001508 0.000848 0.000147 0.000674 0.002046 0.000967 -0.000000 0.000944 0.002256 0.000419 0.000156 0.000327 0.000205 0.000202 0.000121 0.000531 0.000077 
0.002335 0.000789 0.063844 0.002195 0.090242 0.003585 0.001989 0.005051 0.012485 0.027378 0.016683 0.000132 0.005746 0.051941 0.028549 0.013714 0.006354 0.008183 0.003489 0.002548 0.000037 0.000400 0.001032 0.015694 0.005213 0.013144 0.001279 0.005647 0.017285 0.001280 0.025044 0.007702 0.005995 0.001731 0.003764 0.001373 0.003278 0.004676 0.002336 0.001802 0.001035 0.002875 0.003615 0.007696 0.016637 0.001874 0.002941 0.009963 0.002287 0.000291 0.002090 0.000241 0.001816 0.000638 0.001252 0.003911 0.000053 0.000733 0.000190 0.001122 0.001358 0.000848 0.000134 0.000708 0.002088 0.002636 -0.000000 0.000787 0.002984 0.000698 0.000222 0.000498 0.000146 0.000261 0.000091 0.001169 0.000092 
0.045871 0.099165 0.014098 0.043124 0.039624 0.000973 0.000588 0.045601 0.340210 0.015522 0.019992 0.003790 0.192492 0.233919 0.010402 0.027633 0.002537 0.005838 0.022651 0.001295 0.000172 0.002757 0.008076 0.003534 0.003158 0.005625 0.012443 0.004679 0.019776 0.008507 0.009439 0.002248 0.029973 0.000507 0.004119 0.001456 0.000859 0.013964 0.000727 0.003201 0.000199 0.000494 0.005384 0.003504 0.011307 0.001806 0.000554 0.003159 0.002639 0.000375 0.000881 0.000634 0.001477 0.000230 0.001383 0.003520 0.000055 0.000797 0.000061 0.000213 0.001056 0.000671 0.000058 0.000438 0.000752 0.000264 -0.000000 0.000472 0.001165 0.000698 0.000067 0.000034 -0.000000 0.000067 0.000061 0.000372 0.000026 
0.001190 0.151212 0.000573 0.001359 0.002634 0.000026 0.000023 0.001868 0.063384 0.000970 0.000731 0.000556 0.034737 0.011522 0.000532 0.002217 0.000274 0.000506 0.001449 0.000098 0.000016 0.000297 0.000980 0.000624 0.000216 0.000668 0.001628 0.000378 0.001661 0.000903 0.001762 0.000287 0.003793 0.000066 0.000473 0.000075 0.000095 0.001516 0.000065 0.000497 0.000014 0.000029 0.000275 0.000313 0.000808 0.000248 0.000104 0.000729 0.000352 0.000045 0.000076 0.000091 0.000170 0.000044 0.000130 0.000156 -0.000000 0.000032 0.000006 0.000077 0.000151 0.000071 0.000003 0.000101 0.000292 -0.000000 -0.000000 -0.000000 0.000291 -0.000000 0.000011 0.000017 -0.000000 0.000007 0.000015 -0.000000 -0.000000 
