# Flux Network Reconstruction using RW method
# Walkers leave from emitting cells
# Probability involves emitting fluxes, then absorbing flux is shared among connections
# Seed: 1685008047
# Threshold: 0.5
# Precision: 100000.0
# Dt: 1.0
# Radius step: 9.000000
# Matrix output


0.011231 0.016276 0.000713 0.019278 0.016459 0.002279 0.009802 0.008934 0.004391 0.033095 0.003551 0.001989 0.000679 0.002730 0.002214 0.002918 0.002934 0.000350 0.004306 0.002125 0.002055 0.003416 0.001779 0.001293 0.001913 0.000253 0.005117 0.000162 0.000035 0.000904 0.000814 0.000523 0.000727 0.000028 0.002163 0.000120 0.000523 0.000087 0.000797 0.000405 0.000122 0.000003 0.000322 0.001919 0.000046 0.000016 0.000062 0.000034 0.000539 0.000183 0.000229 0.000583 0.000679 0.000382 -0.000000 -0.000000 0.000150 0.000937 0.000112 0.000024 0.000217 -0.000000 0.000135 
-0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000023 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000037 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.016105 0.012780 0.000951 0.014308 0.013766 0.002365 0.010198 0.007840 0.006449 0.037456 0.002895 0.003050 0.000584 0.003277 0.001594 0.003043 0.005601 0.000536 0.005705 0.003006 0.002260 0.006019 0.003114 0.001448 0.001818 0.000367 0.009964 0.000202 0.000075 0.001237 0.001243 0.001045 0.000934 0.000080 0.004522 0.000120 0.000733 0.000239 0.002259 0.000810 0.000383 0.000006 0.000736 0.002559 0.000077 0.000211 0.000046 0.000085 0.000479 0.000402 0.000344 0.001361 0.001494 0.000636 0.000180 -0.000000 0.000450 0.001562 0.000112 0.000192 0.000379 0.000007 0.000314 
0.514949 0.011360 0.319564 0.008568 0.001197 0.045669 0.047326 0.002857 0.243964 0.031812 0.000956 0.026790 0.000168 0.201325 0.000177 0.000373 0.050012 0.000117 0.012702 0.009069 0.000205 0.042780 0.048487 0.000155 0.000813 0.000515 0.002154 0.005433 0.000322 0.000523 0.001072 0.000560 0.014636 0.000099 0.001770 0.000048 0.002512 0.000065 0.007043 0.000861 0.000209 0.000011 0.000046 0.000480 0.000008 -0.000000 0.000771 0.000359 0.000479 0.000037 0.000057 0.000389 -0.000000 0.001908 0.001349 -0.000000 -0.000000 0.000156 -0.000000 0.000048 -0.000000 0.000009 0.000045 
0.169954 0.094269 0.010779 0.084908 0.040400 0.026318 0.079405 0.037500 0.049945 0.203700 0.014093 0.018744 0.002701 0.017475 0.006495 0.009935 0.035609 0.002216 0.031540 0.015702 0.006678 0.031882 0.017237 0.005897 0.008037 0.001806 0.036894 0.001717 0.000298 0.006659 0.006301 0.005412 0.006228 0.000295 0.018286 0.000654 0.002774 0.000835 0.007308 0.003445 0.001096 0.000015 0.002301 0.007997 0.000224 0.000405 0.000339 0.000231 0.002396 0.001463 0.001205 0.003499 0.001902 0.002417 0.000405 -0.000000 0.000951 0.003280 0.000450 0.000455 0.000867 0.000013 0.000449 
0.427217 0.019608 0.044622 0.027846 0.013167 0.041068 0.064752 0.014830 0.123903 0.083378 0.004998 0.029000 0.001000 0.065895 0.003277 0.004409 0.053880 0.001353 0.031432 0.015702 0.003288 0.052540 0.034252 0.002328 0.004784 0.001972 0.019928 0.003878 0.000547 0.004518 0.006000 0.004553 0.015155 0.000395 0.019662 0.000383 0.005652 0.000900 0.016211 0.005825 0.001548 0.000038 0.002301 0.008317 0.000201 0.000357 0.000802 0.000564 0.003773 0.000841 0.000459 0.005734 0.002717 0.004707 0.001484 0.000106 0.000651 0.004686 0.000393 0.000479 0.000867 0.000030 0.000943 
0.114857 0.169860 0.006895 0.168188 0.196614 0.020512 0.078613 0.085697 0.037733 0.305037 0.032829 0.016357 0.005774 0.012196 0.017626 0.024900 0.027073 0.005504 0.038429 0.015650 0.018082 0.026189 0.013123 0.011948 0.017556 0.001745 0.059515 0.001192 0.000295 0.008799 0.006858 0.006196 0.004775 0.000279 0.020449 0.000981 0.002146 0.001215 0.004651 0.003343 0.001096 0.000016 0.002255 0.008796 0.000286 0.000567 0.000262 0.000256 0.002396 0.001792 0.000860 0.004957 0.002717 0.001399 0.000360 0.000106 0.001051 0.002812 0.000618 0.000264 0.000650 0.000004 0.000584 
0.030727 0.001639 0.005152 0.002827 0.001496 0.003655 0.007723 0.001580 0.013584 0.009749 0.000792 0.003713 0.000168 0.008919 0.000650 0.001118 0.008002 0.000093 0.005382 0.001969 0.000514 0.008458 0.005783 0.000621 0.000957 0.000288 0.005655 0.000505 0.000118 0.001237 0.000729 0.000821 0.003114 0.000097 0.004522 0.000080 0.000785 0.000217 0.001196 0.001114 0.000348 0.000010 0.000414 0.003199 0.000085 0.000097 0.000154 0.000162 0.000898 0.000329 0.000172 0.001555 0.000815 0.001145 0.000315 -0.000000 0.000350 0.000781 0.000169 0.000144 0.000163 0.000004 0.000135 
0.002119 0.002403 0.000317 0.004627 0.020649 0.000731 0.001980 0.003221 0.001098 0.007953 0.001229 0.000663 0.000328 0.001456 0.001240 0.002235 0.001200 0.000233 0.002045 0.000881 0.001438 0.003091 0.001112 0.000983 0.001100 0.000079 0.002424 0.000081 0.000019 0.000571 0.000600 0.000485 0.000519 0.000014 0.001573 0.000056 0.000105 0.000119 0.000664 0.000253 0.000157 0.000001 0.000230 0.001279 0.000023 0.000049 0.000015 0.000026 0.000299 0.000219 0.000057 0.000389 0.000679 0.000509 -0.000000 -0.000000 0.000150 0.000312 0.000112 0.000048 0.000054 0.000002 -0.000000 
0.071203 0.106231 0.004914 0.127747 0.234619 0.013417 0.051881 0.077432 0.027580 0.255266 0.029934 0.013218 0.005650 0.011832 0.016150 0.027943 0.019205 0.006367 0.029279 0.012437 0.017979 0.020658 0.009564 0.011069 0.015069 0.001614 0.059246 0.000848 0.000239 0.007943 0.005100 0.006569 0.004152 0.000232 0.017106 0.000893 0.002198 0.001150 0.004252 0.002431 0.001009 0.000014 0.002623 0.009756 0.000340 0.000746 0.000216 0.000111 0.001198 0.001390 0.001262 0.003888 0.004347 0.002035 0.000270 0.000106 0.000851 0.005623 0.000506 0.000264 0.000650 0.000009 0.000225 
