# Flux Network Reconstruction using RW method
# Walkers leave from emitting cells
# Probability involves emitting fluxes, then absorbing flux is shared among connections
# Seed: 1684539105
# Threshold: 0.5
# Precision: 100000.0
# Dt: 1.0
# Radius step: 9.000000
# Matrix output


0.005149 0.005809 0.006560 0.005408 0.009819 0.007735 0.004009 0.020421 0.000362 0.007679 0.005783 0.000165 0.001311 0.005141 0.001877 0.000490 0.012520 0.010948 0.008289 0.002964 0.001742 0.001279 0.000135 0.000213 0.000349 0.002328 0.000527 0.000224 0.004332 0.003244 0.002471 0.001398 0.000336 0.000264 0.001064 0.000401 0.001260 0.001320 0.000627 0.000758 0.000465 0.000052 0.000513 0.000467 0.001463 0.000337 0.002577 0.002199 0.000282 0.000290 0.001622 0.000120 0.000225 0.000229 0.000005 0.000014 0.000116 0.000336 0.000594 0.000391 0.000030 0.000166 -0.000000 0.000031 0.000297 0.000038 0.000059 0.000645 0.000280 0.000345 0.000054 
0.000624 0.000688 0.092770 0.001060 0.181769 0.012424 0.024872 0.076906 0.016343 0.002847 0.000251 0.000050 0.003261 0.005322 -0.000000 0.000108 0.005258 0.007111 0.054899 0.010487 0.003736 0.000376 0.000037 0.000434 0.003612 0.005987 0.000151 0.000102 0.004414 0.008703 0.012496 0.000381 0.000156 0.000153 0.000776 0.000465 0.000145 0.003402 0.000221 0.000126 0.000149 0.000321 0.000081 0.001179 0.001202 0.000072 0.001413 0.005009 0.000065 0.000367 0.000913 0.000012 0.000624 0.000366 0.000003 0.000009 0.000009 0.000078 0.002820 0.000234 0.000061 0.000083 -0.000000 0.000010 0.000099 0.000008 0.000197 0.000258 0.000187 0.000115 0.000054 
0.105330 0.102567 0.018741 0.097653 0.027713 0.031249 0.013694 0.081541 0.001318 0.070170 0.050789 0.001597 0.005154 0.024185 0.012410 0.005116 0.090145 0.061101 0.030439 0.012220 0.006086 0.009277 0.001121 0.000816 0.000915 0.007318 0.005199 0.001837 0.018882 0.010523 0.006212 0.005847 0.001858 0.002096 0.003082 0.001971 0.004797 0.004164 0.002654 0.003221 0.001599 0.000103 0.002131 0.001057 0.002821 0.001084 0.005486 0.004765 0.000782 0.000425 0.003447 0.000229 0.000574 0.000640 0.000013 0.000036 0.000178 0.000802 0.000890 0.001251 0.000137 0.000083 0.001074 0.000143 0.001090 0.000076 0.000118 0.001677 0.000327 0.000575 0.000027 
0.086136 0.092020 0.032149 0.096275 0.051825 0.055482 0.021946 0.124411 0.001845 0.084005 0.050537 0.001938 0.007037 0.036169 0.014183 0.005656 0.120444 0.080189 0.038185 0.015822 0.009193 0.011183 0.001359 0.001237 0.001023 0.009171 0.005425 0.001816 0.023050 0.012422 0.007695 0.006355 0.002338 0.002235 0.003725 0.002243 0.004797 0.004621 0.004054 0.003915 0.002008 0.000125 0.001942 0.001504 0.003030 0.001421 0.004904 0.004032 0.001000 0.000599 0.002535 0.000229 0.000599 0.000731 0.000018 0.000054 0.000152 0.000621 0.002078 0.001251 0.000258 0.000250 0.000805 0.000133 0.000892 0.000091 0.000158 0.000774 0.000374 0.000230 0.000045 
0.009987 0.043182 0.002307 0.047819 0.004037 0.003628 0.002107 0.015497 0.000445 0.028068 0.106858 0.002350 0.001098 0.006227 0.021692 0.003480 0.033053 0.020117 0.006659 0.003511 0.001700 0.006845 0.001004 0.000344 0.000313 0.002804 0.005048 0.002429 0.009318 0.004826 0.002612 0.005783 0.001415 0.001430 0.001619 0.001041 0.004797 0.001980 0.002654 0.003284 0.001134 0.000059 0.001241 0.000549 0.002456 0.001060 0.002909 0.003299 0.000956 0.000464 0.002738 0.000253 0.000225 0.000297 0.000021 0.000072 0.000160 0.000414 0.000445 0.001094 0.000152 0.000250 0.000940 0.000112 0.001189 0.000091 0.000099 0.000903 0.000327 0.000575 0.000045 
0.002965 0.014904 0.000937 0.017654 0.001200 0.001609 0.000849 0.006952 0.000066 0.016218 0.107109 0.001719 0.000359 0.001991 0.025968 0.001877 0.017278 0.008983 0.002854 0.001140 0.000881 0.004262 0.000691 0.000115 0.000096 0.000855 0.003466 0.001429 0.003597 0.001662 0.000918 0.002669 0.000540 0.000666 0.000421 0.000401 0.001987 0.000609 0.001327 0.001326 0.000409 0.000015 0.000620 0.000142 0.000679 0.000434 0.001330 0.000733 0.000174 0.000193 0.000710 0.000157 0.000100 0.000091 0.000008 0.000041 0.000036 -0.000000 -0.000000 0.000078 0.000046 -0.000000 0.000268 0.000020 -0.000000 0.000008 -0.000000 -0.000000 0.000093 0.000230 0.000027 
0.024889 0.114566 0.005839 0.139270 0.008728 0.008557 0.004623 0.033022 0.000544 0.071494 0.146081 0.004374 0.002420 0.012599 0.038691 0.007774 0.088142 0.043977 0.018617 0.007022 0.004177 0.014668 0.002120 0.000803 0.000518 0.005797 0.010322 0.004714 0.018064 0.008545 0.004659 0.011693 0.002686 0.002902 0.003615 0.002644 0.008092 0.004266 0.005602 0.005810 0.002120 0.000103 0.003022 0.000975 0.004284 0.002000 0.005652 0.004154 0.001499 0.000889 0.005779 0.000566 0.000674 0.001028 0.000034 0.000135 0.000258 0.000880 0.000742 0.001720 0.000243 0.000666 0.002819 0.000163 0.001883 0.000113 0.000296 0.001032 0.000981 0.000517 0.000143 
-0.000000 0.000306 0.000144 0.000265 -0.000000 -0.000000 -0.000000 0.000145 0.000016 0.000463 0.001257 0.000018 0.000011 0.000072 0.000521 0.000017 0.000376 0.000187 0.000136 0.000046 -0.000000 0.000025 0.000009 0.000004 -0.000000 0.000095 -0.000000 0.000061 -0.000000 -0.000000 -0.000000 0.000064 0.000024 0.000014 0.000067 0.000016 0.000194 0.000051 -0.000000 0.000126 0.000019 0.000004 0.000081 0.000020 0.000052 0.000024 0.000083 0.000122 -0.000000 -0.000000 0.000101 -0.000000 -0.000000 0.000023 -0.000000 -0.000000 -0.000000 0.000026 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000010 -0.000000 0.000008 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.009519 0.039361 0.001586 0.051795 0.003928 0.004347 0.002078 0.015932 0.000247 0.047331 0.415864 0.005644 0.001132 0.006553 0.083119 0.006910 0.050832 0.026948 0.010463 0.003511 0.001805 0.013163 0.001849 0.000378 0.000169 0.002518 0.009870 0.005306 0.009809 0.003640 0.001694 0.010359 0.002470 0.002166 0.002018 0.001170 0.005282 0.001727 0.003833 0.005810 0.001618 0.000026 0.001808 0.000549 0.001881 0.001518 0.002577 0.001344 0.000869 0.000290 0.002636 0.000542 0.000225 0.000343 0.000026 0.000032 0.000134 0.000595 0.000445 0.000860 0.000228 0.000250 0.000805 0.000092 0.001486 0.000045 0.000079 0.000774 0.000234 0.000057 0.000045 
0.003355 0.014292 0.000793 0.021153 0.001855 0.001506 0.001112 0.007386 0.000181 0.019131 0.235338 0.002817 0.000515 0.003258 0.047660 0.003289 0.023538 0.012164 0.004213 0.001186 0.000881 0.007096 0.001013 0.000204 0.000132 0.001331 0.005500 0.002673 0.004496 0.001899 0.000847 0.005211 0.001007 0.000708 0.000754 0.000657 0.002520 0.001016 0.001916 0.002210 0.000558 0.000026 0.000836 0.000264 0.001045 0.000602 0.001745 0.000611 0.000304 0.000116 0.001014 0.000120 0.000100 0.000229 0.000003 0.000009 0.000036 0.000155 0.000148 0.000234 0.000061 0.000083 0.001074 0.000092 0.000396 -0.000000 0.000059 0.000258 0.000047 0.000115 0.000018 
