# Flux Network Reconstruction using RW method
# Walkers leave from emitting cells
# Probability involves emitting fluxes, then absorbing flux is shared among connections
# Seed: 1684539207
# Threshold: 0.5
# Precision: 100000.0
# Dt: 1.0
# Radius step: 5.000000
# Matrix output


0.002267 0.011737 0.013091 0.000312 0.014546 0.019883 0.003104 0.014477 0.009416 0.006958 0.026868 0.001709 0.005712 0.001127 0.001278 0.001738 0.000005 0.001655 0.000591 0.002918 0.001383 0.001247 0.001907 0.001326 0.000939 0.000837 0.000558 0.000764 0.001198 0.000044 0.003222 0.000144 0.000072 0.000715 0.000363 0.000383 0.000160 0.000024 0.001220 0.000037 0.000117 0.000402 -0.000000 0.000042 0.000014 0.000068 0.000017 -0.000000 0.000481 0.000015 0.000029 -0.000000 0.000022 0.000070 0.000068 0.000071 0.000091 0.000091 0.000019 -0.000000 0.000034 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.007309 0.025546 0.021573 0.001425 0.026264 0.022792 0.007519 0.015000 0.022825 0.013214 0.074187 0.007689 0.012467 0.003000 0.003664 0.003651 0.000017 0.003884 0.001971 0.005777 0.005686 0.003118 0.007071 0.003067 0.002924 0.005115 0.002667 0.001461 0.005418 0.000297 0.009477 0.000460 0.000347 0.001966 0.002060 0.000980 0.000962 0.000400 0.005228 0.000439 0.000467 0.001206 0.000576 0.000092 0.000084 0.000203 0.000140 0.000446 0.002647 0.000103 0.000146 0.000031 0.000054 0.000316 0.000205 0.000095 0.000274 0.000548 0.000038 0.000739 0.000171 0.000099 0.000010 0.000008 0.000003 0.000098 0.000055 
0.006623 0.411722 0.003429 0.282717 0.001642 0.000323 0.049050 0.000174 0.025537 0.000575 0.008221 0.173200 0.000181 0.000702 0.010026 0.000019 0.000004 0.000032 0.117048 -0.000000 0.016521 -0.000000 0.001271 -0.000000 0.001264 0.013951 0.022703 -0.000000 0.000057 0.000070 -0.000000 0.005659 0.000657 -0.000000 0.000202 0.000072 0.005534 0.000059 -0.000000 -0.000000 0.000894 0.001708 0.000096 -0.000000 0.000021 -0.000000 0.000122 -0.000000 0.000120 -0.000000 -0.000000 0.000207 0.000162 0.000035 -0.000000 -0.000000 -0.000000 -0.000000 0.000266 0.000246 -0.000000 -0.000000 -0.000000 -0.000000 0.000002 -0.000000 -0.000000 
0.110979 0.217943 0.092795 0.006590 0.079111 0.046232 0.045990 0.031745 0.110810 0.032109 0.234593 0.036737 0.025887 0.010615 0.014514 0.007437 0.000049 0.006876 0.010641 0.008870 0.014523 0.003741 0.019943 0.004145 0.006643 0.013858 0.006823 0.001959 0.008441 0.000823 0.014026 0.001494 0.000896 0.004156 0.002585 0.001626 0.002647 0.000376 0.006448 0.000403 0.000778 0.001507 0.000640 0.000050 0.000125 0.000389 0.000175 0.000481 0.001564 0.000051 0.000058 0.000056 0.000152 0.000316 0.000205 0.000047 0.000457 0.000274 0.000057 0.000369 0.000137 0.000049 0.000004 0.000017 -0.000000 0.000049 0.000055 
0.016199 0.581566 0.014026 0.057933 0.016278 0.004688 0.082538 0.005930 0.093786 0.007405 0.084413 0.131648 0.007888 0.005148 0.027550 0.001796 0.000048 0.001910 0.066702 0.002801 0.035886 0.000959 0.021611 0.001243 0.011733 0.037667 0.026735 0.000531 0.004277 0.000880 0.008340 0.006808 0.001960 0.002503 0.003958 0.001817 0.012672 0.001034 0.009585 0.000220 0.003772 0.008341 0.001985 0.000063 0.000363 0.000863 0.000927 0.000446 0.001925 0.000051 0.000058 0.000251 0.000455 0.001193 0.000273 0.000095 0.000732 0.000456 0.000417 0.002093 0.000171 0.000197 0.000012 0.000042 0.000012 0.000122 0.000248 
0.082966 0.214031 0.147519 0.007214 0.109251 0.078238 0.045772 0.046048 0.126780 0.044843 0.309983 0.033786 0.037357 0.012668 0.014883 0.010025 0.000052 0.010378 0.009754 0.010387 0.013832 0.005516 0.020658 0.005886 0.007112 0.011161 0.005707 0.002358 0.009752 0.000671 0.014215 0.001063 0.000454 0.003039 0.003433 0.002056 0.001684 0.000458 0.005925 0.000342 0.000817 0.001407 0.000512 0.000063 0.000119 0.000271 0.000175 0.000412 0.001444 0.000059 0.000073 0.000063 0.000022 0.000035 0.000273 0.000095 0.000183 0.000274 0.000019 0.000616 0.000068 0.000025 0.000004 0.000025 -0.000000 0.000049 0.000083 
0.002625 0.124276 0.004764 0.017322 0.008025 0.004526 0.028066 0.004884 0.032618 0.004756 0.045114 0.043106 0.005803 0.002829 0.011673 0.001970 0.000035 0.002706 0.024927 0.003676 0.023591 0.001343 0.018910 0.001326 0.008700 0.025112 0.014205 0.001528 0.006102 0.001297 0.018006 0.005285 0.001924 0.003665 0.006058 0.002271 0.009945 0.001458 0.019170 0.000671 0.004705 0.009949 0.003073 0.000198 0.000760 0.001471 0.001469 0.001305 0.006980 0.000220 0.000451 0.000345 0.000617 0.002668 0.001264 0.000473 0.001921 0.002465 0.000664 0.003571 0.000717 0.000690 0.000045 0.000183 0.000014 0.000707 0.000551 
0.019451 0.090560 0.143178 0.003251 0.149787 0.204647 0.025181 0.159423 0.076008 0.073345 0.342064 0.017320 0.068140 0.010264 0.010282 0.020553 0.000047 0.018623 0.004532 0.026260 0.009759 0.013527 0.016526 0.012766 0.006751 0.007906 0.002853 0.004816 0.015798 0.000715 0.028620 0.000890 0.000538 0.005229 0.003191 0.002797 0.001363 0.000388 0.007494 0.000525 0.000389 0.000603 0.000672 0.000105 0.000028 0.000271 0.000175 0.000549 0.002286 0.000110 0.000175 0.000038 0.000043 0.000211 0.000342 0.000142 0.000503 0.000183 0.000038 0.000246 0.000102 0.000049 0.000010 0.000058 0.000003 0.000073 0.000028 
0.012351 0.053047 0.100298 0.002538 0.131412 0.305354 0.015607 0.223610 0.054238 0.071015 0.279305 0.010641 0.073490 0.007829 0.006277 0.021403 0.000033 0.023239 0.003054 0.029937 0.007915 0.014870 0.011680 0.018403 0.004260 0.005766 0.002481 0.006609 0.014315 0.000608 0.026725 0.000402 0.000383 0.004648 0.002827 0.002271 0.001123 0.000353 0.007494 0.000500 0.000428 0.001306 0.000608 0.000105 0.000035 0.000372 0.000122 0.000378 0.001685 0.000088 0.000218 0.000006 0.000011 0.000211 0.000308 0.000095 0.000229 0.000183 0.000019 0.000616 0.000102 0.000025 0.000004 0.000042 0.000001 0.000122 -0.000000 
0.000895 0.005178 0.010397 0.000223 0.018877 0.173772 0.001880 0.117387 0.005951 0.012001 0.040101 0.001553 0.015505 0.001074 0.000710 0.006007 0.000004 0.006622 0.000591 0.009045 0.000845 0.005037 0.001986 0.006632 0.000325 0.000744 0.000372 0.001627 0.002795 0.000070 0.008150 0.000086 0.000060 0.001162 0.000444 0.000406 0.000160 0.000024 0.001220 0.000146 -0.000000 0.000301 0.000064 0.000029 0.000021 0.000034 -0.000000 0.000103 0.000241 0.000007 0.000029 -0.000000 -0.000000 0.000035 0.000034 0.000047 0.000046 -0.000000 -0.000000 -0.000000 0.000102 -0.000000 -0.000000 0.000017 -0.000000 0.000024 0.000028 
