# Flux Network Reconstruction using RW method
# Walkers leave from emitting cells
# Probability involves emitting fluxes, then absorbing flux is shared among connections
# Seed: 1684941001
# Threshold: 0.5
# Precision: 100000.0
# Dt: 1.0
# Radius step: 10.000000
# Matrix output


0.010446 0.016320 0.012186 0.011074 0.000470 0.007972 0.006191 0.013396 0.006697 0.002036 0.000791 0.004060 0.002363 0.000218 0.008777 0.005446 0.002566 0.004205 0.000480 0.000235 0.002166 0.000303 0.002820 0.000603 0.003016 0.000488 0.001208 0.000884 0.000442 0.000978 0.002482 0.000696 0.000346 0.001127 0.000672 0.000171 0.001273 0.000384 0.001584 0.000218 0.001414 0.000181 0.000057 0.000552 0.001010 0.000063 0.000049 0.000012 0.000556 0.000171 0.000312 0.000840 0.001026 0.000081 0.000090 0.000260 0.000141 0.000023 -0.000000 0.000025 0.000040 0.000025 0.000131 0.000019 
0.005364 0.007563 0.348708 0.006617 0.000470 0.273442 0.076709 0.120125 0.005982 0.000776 0.000778 0.014960 0.001323 0.000103 0.010895 0.032280 0.031868 0.006646 0.003250 0.000267 0.009421 0.000273 0.006966 0.000164 0.021359 0.000244 0.023610 0.000544 0.000537 0.000652 0.006709 0.000563 0.000189 0.014646 0.000504 0.001333 0.005888 0.000240 0.002971 0.001283 0.011210 0.000151 0.000148 0.002806 0.001212 0.000032 0.000312 0.000012 0.001112 0.000086 0.000273 0.004619 0.001254 0.000027 -0.000000 0.000260 0.000141 0.000006 0.001830 0.000025 0.000030 0.000123 0.000655 0.000074 
0.477702 0.449790 0.039183 0.228369 0.009392 0.024941 0.023231 0.072281 0.080093 0.017164 0.008088 0.026699 0.019945 0.001893 0.056091 0.024309 0.009723 0.023571 0.001632 0.002306 0.012545 0.003032 0.010615 0.002138 0.014755 0.003826 0.006159 0.004592 0.002006 0.003817 0.010110 0.003113 0.001729 0.002817 0.003149 0.000477 0.005649 0.001271 0.003235 0.000519 0.002626 0.000665 0.000215 0.001334 0.003736 0.000153 0.000117 0.000112 0.001446 0.000364 0.001014 0.001260 0.001482 0.000149 0.000316 0.000520 0.000518 0.000029 0.000166 0.000033 0.000035 0.000123 0.000655 0.000019 
0.321009 0.438247 0.068054 0.234581 0.012680 0.050338 0.047582 0.152511 0.115720 0.020752 0.010910 0.042454 0.025995 0.002497 0.093316 0.038752 0.015259 0.037693 0.002586 0.003320 0.019497 0.003487 0.018079 0.003125 0.019239 0.004192 0.011231 0.005647 0.002717 0.006052 0.017095 0.004736 0.002264 0.003028 0.004115 0.000711 0.009150 0.001391 0.005216 0.001092 0.006968 0.001012 0.000272 0.001288 0.005554 0.000127 0.000166 0.000162 0.002280 0.000620 0.000975 0.001260 0.002052 0.000108 0.000181 0.000468 0.000847 0.000032 0.000998 0.000066 0.000071 0.000160 0.000458 0.000130 
0.036138 0.342716 0.006374 0.130323 0.095803 0.005125 0.004540 0.012955 0.037502 0.039176 0.005717 0.006355 0.025901 0.001733 0.032989 0.007577 0.003736 0.010384 0.000615 0.002647 0.004988 0.003214 0.005639 0.004550 0.005625 0.005006 0.002657 0.004218 0.001596 0.003584 0.006985 0.002915 0.001603 0.001127 0.002645 0.000324 0.002546 0.001199 0.002773 0.000259 0.002525 0.000574 0.000177 0.000966 0.003635 0.000148 0.000058 0.000075 0.001279 0.000406 0.000819 0.000840 0.002394 0.000189 0.000090 0.000572 0.000329 0.000020 -0.000000 0.000066 0.000035 0.000111 0.000655 0.000167 
0.044326 0.362221 0.008811 0.159494 0.031934 0.006605 0.005896 0.020757 0.047770 0.027442 0.005826 0.009400 0.024766 0.001762 0.037226 0.011996 0.005401 0.014278 0.000699 0.003000 0.007154 0.003366 0.007906 0.003947 0.008152 0.004436 0.004348 0.005409 0.002054 0.005586 0.009191 0.003676 0.001855 0.001549 0.003485 0.000450 0.004853 0.002062 0.005150 0.000587 0.004039 0.000801 0.000301 0.001426 0.004443 0.000185 0.000102 0.000124 0.001891 0.000620 0.001443 0.002239 0.003078 0.000324 0.000271 0.000884 0.001083 0.000044 0.001331 0.000115 0.000050 0.000135 0.000720 0.000185 
0.005082 0.015922 0.026622 0.008238 0.001096 0.020614 0.019929 0.053585 0.012679 0.002230 0.001411 0.010459 0.002836 0.000292 0.015132 0.013733 0.008192 0.009190 0.001046 0.000534 0.007104 0.000697 0.006911 0.000987 0.008234 0.001180 0.005012 0.001769 0.000648 0.002234 0.007537 0.001623 0.000943 0.002183 0.002351 0.000504 0.004296 0.000911 0.003631 0.000614 0.003938 0.000710 0.000267 0.001932 0.003736 0.000132 0.000127 0.000050 0.002280 0.000428 0.000897 0.000980 0.003990 0.000257 0.000361 0.000884 0.000565 0.000029 0.001165 0.000115 0.000060 0.000147 0.000589 0.000185 
0.033315 0.240419 0.005249 0.120329 0.327954 0.005353 0.003597 0.018696 0.064378 0.135758 0.008721 0.008605 0.051612 0.003257 0.047415 0.009944 0.003151 0.014174 0.000678 0.005081 0.006902 0.007459 0.007132 0.008552 0.005136 0.008302 0.002717 0.006497 0.002733 0.006238 0.007628 0.004405 0.002924 0.001408 0.003905 0.000288 0.004296 0.001967 0.003829 0.000300 0.002626 0.000740 0.000181 0.000874 0.003837 0.000142 0.000107 0.000124 0.001390 0.000578 0.000780 0.000840 0.002166 0.000135 0.000316 0.000520 0.000188 0.000026 0.000499 0.000049 0.000055 0.000049 0.000327 0.000111 
0.011011 0.081201 0.002062 0.042541 0.259233 0.002050 0.002123 0.007361 0.023394 0.074279 0.003941 0.003266 0.022167 0.001339 0.018764 0.004735 0.001440 0.006230 0.000219 0.002231 0.003073 0.003608 0.003760 0.003454 0.002772 0.003744 0.001208 0.003028 0.001264 0.003072 0.004320 0.001557 0.001258 0.000775 0.001890 0.000144 0.001671 0.000791 0.001386 0.000273 0.001313 0.000438 0.000091 0.000736 0.001818 0.000069 0.000024 0.000050 0.000500 0.000235 0.000351 0.000560 0.001026 0.000081 -0.000000 0.000156 0.000424 0.000015 -0.000000 0.000008 0.000030 0.000012 -0.000000 0.000037 
0.208359 0.837884 0.047807 0.627711 0.054633 0.040430 0.038855 0.142795 0.450022 0.088049 0.044784 0.066064 0.114284 0.010202 0.277527 0.057062 0.022506 0.087328 0.003971 0.012073 0.037886 0.013553 0.034832 0.011732 0.032690 0.015750 0.014552 0.020411 0.008215 0.016665 0.040991 0.011890 0.006885 0.006408 0.012891 0.001477 0.017901 0.004629 0.013534 0.001133 0.007574 0.002463 0.000721 0.004094 0.013027 0.000375 0.000288 0.000162 0.004949 0.001454 0.002848 0.003919 0.006497 0.000513 0.000768 0.002444 0.000894 0.000058 0.001497 0.000148 0.000126 0.000258 0.001441 0.000370 
