# Flux Network Reconstruction using RW method
# Walkers leave from emitting cells
# Probability involves emitting fluxes, then absorbing flux is shared among connections
# Seed: 1684941001
# Threshold: 0.5
# Precision: 100000.0
# Dt: 1.0
# Radius step: 10.000000
# Matrix output


0.218853 0.020466 0.007796 0.016348 0.020037 0.000598 0.000233 0.012637 0.059123 0.005809 0.007818 0.000670 0.038451 0.058565 0.003359 0.009150 0.000729 0.001454 0.004471 0.000350 0.000045 0.000467 0.001517 0.001806 0.000843 0.002415 0.002686 0.001293 0.006720 0.001383 0.003386 0.000635 0.004587 0.000226 0.000936 0.000399 0.000223 0.002136 0.000218 0.000681 0.000040 0.000205 0.000660 0.000888 0.001895 0.000345 0.000152 0.000750 0.000536 0.000037 0.000389 0.000171 0.000400 0.000087 0.000229 0.000580 0.000004 0.000086 -0.000000 0.000092 0.000202 0.000141 0.000012 0.000097 0.000257 -0.000000 -0.000000 -0.000000 0.000630 0.000214 0.000018 0.000060 -0.000000 -0.000000 -0.000000 0.000199 0.000018 
0.006968 0.002771 0.024338 0.003581 0.037635 0.001496 0.000720 0.004476 0.014560 0.010589 0.007465 0.000160 0.007690 0.036062 0.008891 0.008950 0.002459 0.003063 0.002739 0.000665 0.000024 0.000237 0.000684 0.002626 0.001978 0.004679 0.001215 0.002757 0.006389 0.000943 0.006094 0.002605 0.004969 0.000395 0.001387 0.000353 0.000625 0.004069 0.000537 0.000772 0.000364 0.000904 0.001429 0.002746 0.005263 0.000533 0.000966 0.002811 0.001218 0.000121 0.000743 0.000043 0.000633 0.000186 0.000534 0.002088 0.000016 0.000386 0.000095 0.000184 0.000403 0.000094 0.000074 0.000146 0.000450 0.000679 -0.000000 0.000154 0.000378 0.000214 0.000072 0.000030 0.000048 0.000025 0.000026 0.000398 0.000027 
0.001742 0.000853 0.572884 0.001447 0.182079 0.058608 0.023443 0.002402 0.006618 0.036400 0.015080 0.000009 0.001442 0.030869 0.065889 0.008282 0.018551 0.008417 0.001354 0.003162 0.000015 0.000095 0.000235 0.077642 0.004130 0.009585 0.000320 0.003336 0.010355 0.000063 0.020823 0.012200 0.000956 0.001834 0.001484 0.000342 0.005850 0.001424 0.001375 0.000136 0.002707 0.003162 0.000824 0.001777 0.003579 0.000094 0.001779 0.010868 0.000292 0.000028 0.000566 0.000043 0.000266 0.000285 0.000191 0.001276 -0.000000 -0.000000 0.000286 0.000459 -0.000000 0.000047 0.000033 -0.000000 0.000322 0.003397 -0.000000 0.000051 0.000252 -0.000000 -0.000000 -0.000000 -0.000000 0.000025 0.000026 0.000597 -0.000000 
0.108397 0.021532 0.106857 0.043565 0.179814 0.004600 0.002892 0.045183 0.107656 0.047798 0.054420 0.001345 0.062964 0.292246 0.032994 0.053500 0.008623 0.013058 0.017885 0.003054 0.000179 0.001827 0.004488 0.015922 0.008550 0.016604 0.007867 0.009122 0.033488 0.005345 0.029965 0.007053 0.019684 0.001778 0.006291 0.002326 0.002143 0.013937 0.001459 0.003451 0.000566 0.002012 0.005771 0.005977 0.013894 0.002099 0.002287 0.006933 0.003070 0.000430 0.001592 0.000854 0.001499 0.000781 0.001906 0.004175 0.000058 0.000987 0.000191 0.000734 0.001210 0.000656 0.000119 0.000534 0.001287 0.001699 0.001074 0.000308 0.002770 0.000429 0.000290 0.000181 0.000048 0.000138 0.000026 0.000597 0.000063 
0.002692 0.001279 0.412218 0.002966 0.149671 0.012006 0.006260 0.006088 0.016325 0.039415 0.021334 0.000178 0.008171 0.063181 0.047713 0.015896 0.011871 0.010490 0.004282 0.003090 0.000047 0.000473 0.001197 0.035620 0.007648 0.017509 0.002303 0.006773 0.021481 0.001132 0.034874 0.010802 0.006689 0.002554 0.004517 0.001676 0.005492 0.004985 0.002750 0.001998 0.001838 0.004805 0.004287 0.008643 0.017052 0.001567 0.003354 0.013679 0.002827 0.000392 0.002547 0.000555 0.001399 0.000905 0.001639 0.004987 0.000049 0.001029 0.000392 0.001989 0.000806 0.000750 0.000225 0.000874 0.002188 0.003057 -0.000000 0.000771 0.004407 0.000643 0.000272 0.000482 0.000095 0.000176 0.000343 0.001692 0.000127 
0.003326 0.028994 0.003042 0.003508 0.008363 0.000374 0.000177 0.005134 0.058240 0.003236 0.003682 0.000743 0.036529 0.039812 0.002865 0.005544 0.001002 0.001516 0.004062 0.000386 0.000032 0.000503 0.001475 0.001313 0.001076 0.002264 0.003518 0.001327 0.003856 0.001761 0.004063 0.001398 0.006115 0.000296 0.001226 0.000399 0.000313 0.004476 0.000486 0.001953 0.000162 0.000493 0.001924 0.002342 0.005895 0.001065 0.000661 0.001312 0.001121 0.000149 0.000672 0.000512 0.000699 0.000223 0.000724 0.002204 0.000011 0.000643 0.000074 0.000520 0.000403 0.000562 0.000053 0.000437 0.000708 0.000170 -0.000000 0.000360 0.001511 0.000643 0.000109 0.000211 0.000095 0.000038 0.000053 0.000398 0.000036 
0.022250 0.015563 0.010648 0.014920 0.022128 0.001122 0.000753 0.014512 0.057358 0.011251 0.010894 0.000889 0.052871 0.086837 0.007804 0.016431 0.002884 0.004054 0.008218 0.000997 0.000075 0.001053 0.003184 0.005909 0.002850 0.006792 0.004605 0.003982 0.014651 0.003584 0.012528 0.003431 0.014333 0.000945 0.003001 0.000981 0.001786 0.009156 0.001140 0.002679 0.000545 0.001232 0.004727 0.004200 0.013052 0.001598 0.002287 0.005434 0.002583 0.000374 0.001521 0.000726 0.001432 0.000570 0.001868 0.004523 0.000063 0.001373 0.000138 0.000918 0.001411 0.000609 0.000151 0.000971 0.002316 0.001019 0.001074 0.000719 0.003022 0.000858 0.000163 0.000512 0.000238 0.000213 0.000158 0.001394 0.000063 
0.001504 0.000426 0.043922 0.001790 0.051226 0.002132 0.001341 0.003653 0.008383 0.015810 0.011197 0.000087 0.009132 0.036639 0.014916 0.009418 0.004858 0.005322 0.002456 0.001545 0.000034 0.000331 0.000812 0.010341 0.003315 0.006491 0.001535 0.002927 0.011236 0.001572 0.014559 0.004829 0.005924 0.001087 0.002549 0.000718 0.002054 0.004375 0.001124 0.001453 0.000465 0.001971 0.002583 0.004685 0.009684 0.000971 0.002439 0.008432 0.001608 0.000205 0.001875 0.000342 0.000833 0.000607 0.000953 0.003595 0.000038 0.000472 0.000170 0.001101 0.000605 0.000516 0.000151 0.000437 0.001158 0.001019 -0.000000 0.000873 0.002896 0.000429 0.000254 0.000361 -0.000000 0.000075 0.000211 0.001195 0.000081 
0.041411 0.088261 0.018443 0.032190 0.041817 0.001346 0.000842 0.037943 0.303556 0.015737 0.018409 0.003146 0.182644 0.211468 0.013040 0.032661 0.004494 0.006591 0.021474 0.001455 0.000187 0.002644 0.008783 0.008372 0.004013 0.008830 0.014456 0.006365 0.023684 0.009118 0.020654 0.003685 0.036310 0.001185 0.004356 0.001927 0.001742 0.017193 0.001207 0.004359 0.000465 0.001889 0.007255 0.006381 0.018736 0.002601 0.002338 0.005621 0.003948 0.000467 0.001804 0.001067 0.002564 0.000558 0.002363 0.007191 0.000088 0.001115 0.000191 0.001224 0.004234 0.001359 0.000139 0.001166 0.002316 0.002038 0.000537 0.000873 0.003651 0.001286 0.000489 0.000572 0.000191 0.000263 0.000343 0.000796 0.000118 
0.000871 0.149447 0.001141 0.001266 0.002265 0.000075 0.000055 0.002007 0.073683 0.001691 0.001564 0.000524 0.039413 0.014136 0.001087 0.002538 0.000182 0.000557 0.001637 0.000108 0.000012 0.000242 0.000791 0.000985 0.000320 0.000755 0.002047 0.000613 0.001432 0.001195 0.002031 0.000445 0.004587 0.000099 0.000323 0.000068 0.000268 0.002035 0.000184 0.000499 0.000040 0.000164 0.000660 0.000727 0.002526 0.000282 0.000305 0.000937 0.000390 0.000121 0.000283 -0.000000 0.000233 0.000099 0.000381 0.000464 0.000007 0.000300 0.000021 0.000092 0.000605 0.000094 0.000016 0.000049 0.000515 0.000170 -0.000000 0.000051 0.000126 0.000214 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000100 0.000018 
