# Flux Network Reconstruction using RW method
# Walkers leave from emitting cells
# Probability involves emitting fluxes, then absorbing flux is shared among connections
# Seed: 1684941001
# Threshold: 0.5
# Precision: 100000.0
# Dt: 1.0
# Radius step: 10.000000
# Matrix output


0.012699 0.016744 0.001165 0.015776 0.016068 0.002839 0.008801 0.009653 0.007594 0.032627 0.002879 0.002266 0.000545 0.002240 0.001665 0.002876 0.004406 0.000467 0.003940 0.001320 0.001978 0.005071 0.001494 0.001155 0.002602 0.000267 0.010044 0.000112 0.000042 0.001407 0.000981 0.000978 0.000574 0.000045 0.004070 0.000159 0.000690 0.000118 0.000872 0.000611 0.000248 0.000004 0.000358 0.002103 0.000051 0.000071 0.000104 0.000029 0.000335 0.000367 0.000063 0.000657 0.000756 0.000288 -0.000000 0.000117 0.000395 0.000712 -0.000000 0.000055 0.000246 -0.000000 0.000052 
-0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.012220 0.012200 0.001703 0.012794 0.009915 0.002262 0.009901 0.006818 0.007129 0.028874 0.002636 0.002709 0.000528 0.003870 0.001795 0.002533 0.005140 0.000622 0.005253 0.002698 0.000815 0.005977 0.002987 0.000981 0.001859 0.000391 0.012111 0.000424 0.000080 0.001563 0.001448 0.001141 0.001606 0.000075 0.002999 0.000194 0.000748 0.000284 0.001454 0.001000 0.000267 0.000005 0.000818 0.002629 0.000085 0.000142 0.000138 0.000057 0.000737 0.000530 0.000508 0.000985 0.000756 0.000576 0.000208 -0.000000 0.000169 0.000712 0.000125 0.000136 0.000184 0.000005 0.000259 
0.519450 0.012013 0.330539 0.012024 0.002735 0.047740 0.052808 0.004185 0.257280 0.041578 0.001454 0.030887 0.000190 0.210786 0.000359 0.000822 0.054633 0.000052 0.019104 0.011080 0.000466 0.063027 0.049788 0.000346 0.000690 0.000725 0.003249 0.006267 0.000335 0.000469 0.001588 0.000897 0.021107 0.000090 0.006212 0.000062 0.003739 0.000178 0.010469 0.002001 0.000210 0.000018 0.000256 0.000526 0.000009 0.000018 0.001056 0.000439 0.001206 0.000163 -0.000000 0.000438 -0.000000 0.004179 0.001665 -0.000000 -0.000000 0.000890 -0.000000 -0.000000 -0.000000 0.000010 0.000104 
0.181855 0.089634 0.011382 0.082247 0.055385 0.026565 0.076572 0.039221 0.048976 0.198941 0.014454 0.018818 0.002535 0.022402 0.006855 0.010613 0.035100 0.002879 0.033431 0.014926 0.005703 0.031332 0.017177 0.005196 0.010089 0.002012 0.036925 0.001271 0.000314 0.005939 0.007054 0.005624 0.006309 0.000357 0.023561 0.000688 0.003221 0.000876 0.006107 0.003390 0.001315 0.000023 0.002608 0.009991 0.000188 0.000585 0.000571 0.000200 0.002680 0.001304 0.000952 0.003503 0.002268 0.002450 0.001041 0.000176 0.001128 0.004270 0.000251 0.000546 0.000676 0.000008 0.000828 
0.415225 0.019110 0.045171 0.026357 0.013333 0.038404 0.068870 0.014581 0.113916 0.091241 0.004848 0.029655 0.000966 0.066392 0.003101 0.005204 0.053018 0.001037 0.038088 0.016648 0.002793 0.057774 0.037465 0.002829 0.005363 0.001955 0.024813 0.003457 0.000566 0.005001 0.006961 0.004320 0.013765 0.000324 0.023133 0.000432 0.006442 0.000900 0.014976 0.006002 0.001639 0.000044 0.002710 0.009991 0.000196 0.000284 0.000831 0.000592 0.003618 0.001100 0.000761 0.005255 0.003176 0.005764 0.000989 0.000117 0.001241 0.007295 0.000502 0.000546 0.001228 0.000028 0.001398 
0.113570 0.168127 0.007708 0.160645 0.179145 0.022282 0.073711 0.085327 0.043397 0.313570 0.031907 0.017537 0.005862 0.017107 0.017302 0.029374 0.032310 0.006406 0.036416 0.016591 0.017224 0.029340 0.010953 0.010969 0.014868 0.002174 0.053762 0.001427 0.000320 0.009481 0.007849 0.009413 0.006194 0.000342 0.021205 0.000961 0.003279 0.001184 0.006543 0.003334 0.001620 0.000018 0.003375 0.013146 0.000418 0.000567 0.000294 0.000229 0.002613 0.001426 0.002094 0.005474 0.003932 0.002594 0.000520 0.000234 0.001410 0.003559 0.000878 0.000846 0.001044 0.000008 0.000777 
0.030669 0.002116 0.003495 0.002982 0.000684 0.004764 0.006381 0.001283 0.009144 0.008662 0.000788 0.003202 0.000149 0.005091 0.000261 0.000822 0.008371 0.000285 0.003582 0.002756 0.000698 0.007607 0.004356 0.000346 0.001274 0.000257 0.004431 0.000513 0.000080 0.000573 0.001121 0.000897 0.001262 0.000066 0.004070 0.000123 0.001035 0.000249 0.002326 0.000945 0.000362 0.000007 0.000460 0.002980 0.000077 0.000106 0.000138 0.000124 0.001072 0.000530 0.000254 0.001642 0.000302 0.001153 0.000156 -0.000000 0.000508 0.000712 0.000125 0.000136 0.000184 -0.000000 0.000311 
0.001438 0.001743 0.000179 0.004810 0.020171 0.000866 0.001320 0.002430 0.002170 0.010683 0.001151 0.000296 0.000363 0.000815 0.001012 0.002054 0.001616 0.000519 0.001672 0.000746 0.001513 0.001630 0.000996 0.000635 0.001009 0.000105 0.002954 0.000022 0.000009 0.000781 0.000280 0.000489 0.000459 0.000036 0.001499 0.000079 0.000115 0.000142 0.000436 0.000333 0.000133 0.000002 0.000256 0.001227 0.000043 0.000035 0.000052 0.000029 0.000201 0.000041 0.000190 0.000766 0.000151 0.000288 0.000104 -0.000000 -0.000000 0.000534 -0.000000 0.000027 0.000061 0.000005 0.000052 
0.070442 0.095548 0.005109 0.127073 0.218119 0.015160 0.052588 0.072974 0.028673 0.252935 0.028241 0.012020 0.006142 0.012016 0.017498 0.026772 0.026729 0.006173 0.031521 0.013204 0.017922 0.026623 0.011202 0.011662 0.013966 0.001583 0.057012 0.000959 0.000219 0.008596 0.005933 0.007091 0.005391 0.000273 0.016493 0.001031 0.002646 0.001030 0.004653 0.003001 0.001239 0.000020 0.003784 0.009991 0.000495 0.000869 0.000294 0.000229 0.001541 0.001385 0.001586 0.004379 0.003327 0.001873 0.000520 0.000176 0.001184 0.005338 0.000815 0.000737 0.000983 0.000021 0.000414 
