125.330000 4.400000 0.224886
294.260000 9.190000 6.082540
143.570000 17.270000 0.085379
99.680000 21.590000 -1.020000
156.350000 22.570000 4.383420
249.870000 23.600000 -0.079497
58.310000 27.730000 -0.322555
106.560000 38.530000 -2.985850
11.370000 39.260000 0.102327
255.210000 40.090000 -2.069170
81.690000 40.660000 -0.946892
210.800000 48.990000 1.193740
239.290000 54.620000 -0.616911
32.380000 56.050000 3.096520
10.880000 57.460000 2.468900
117.720000 66.360000 4.290620
130.960000 76.060000 1.330570
227.700000 78.440000 -3.848570
343.880000 82.870000 -1.123800
253.030000 85.380000 4.643830
304.870000 85.670000 3.915630
18.210000 89.660000 0.477430
122.340000 98.660000 -1.249890
31.820000 106.410000 -3.242380
74.520000 107.990000 -1.901640
196.030000 111.190000 -1.142190
111.800000 111.440000 -0.609937
65.200000 113.840000 0.193387
228.810000 116.340000 1.952770
135.620000 119.080000 -3.734090
93.310000 120.230000 0.129799
36.370000 122.270000 0.400810
11.290000 124.840000 -4.029020
254.080000 130.320000 -2.284810
229.620000 132.870000 -5.422890
20.600000 133.810000 5.385110
160.990000 135.390000 -2.481470
104.100000 137.160000 1.101900
266.050000 138.630000 -0.018763
242.350000 140.820000 1.274570
189.860000 141.490000 0.826902
211.390000 141.530000 2.345850
90.650000 143.190000 -0.100812
157.680000 144.560000 2.924690
119.960000 147.400000 0.709480
42.680000 149.340000 0.252229
132.770000 155.300000 4.518660
21.240000 155.940000 0.076803
258.930000 158.710000 0.649136
329.630000 160.010000 2.522970
62.420000 163.980000 0.135670
80.770000 164.630000 -0.095759
210.580000 165.690000 0.185573
235.030000 167.370000 1.623150
350.810000 167.420000 -0.920628
38.060000 176.260000 -0.780678
213.150000 177.140000 -1.432890
194.250000 178.170000 -1.948460
19.480000 180.750000 -0.512858
137.610000 181.640000 2.543140
249.240000 184.430000 -4.374960
227.010000 191.120000 1.321930
9.530000 195.940000 3.888010
205.700000 196.460000 -0.412614
51.570000 197.120000 -1.093650
287.370000 197.880000 -0.367906
101.650000 200.860000 -0.904802
264.440000 208.590000 1.746280
120.650000 209.900000 0.251989
95.850000 221.150000 -0.748518
332.510000 221.830000 -0.578661
186.850000 222.310000 -2.077990
112.260000 225.140000 -0.439852
8.240000 239.260000 0.574035
63.750000 240.350000 -0.325016
370.100000 244.370000 -1.280350
327.440000 247.470000 2.584600
130.040000 247.990000 -1.665240
288.840000 253.140000 -0.595074
217.920000 258.230000 -3.464100
110.600000 264.300000 -0.111977
193.380000 268.760000 -2.694730
294.280000 272.510000 -0.261024
71.460000 274.780000 -1.015910
157.980000 275.360000 -0.012515
234.170000 276.820000 3.215720
316.420000 277.430000 -3.936110
270.680000 278.540000 0.974873
25.520000 281.530000 -0.348267
334.860000 282.420000 5.197380
253.390000 284.520000 -3.117300
113.780000 285.670000 2.034550
62.120000 287.800000 1.578510
271.350000 289.280000 1.095300
122.980000 290.070000 0.251453
196.370000 290.610000 0.877653
136.060000 301.450000 0.668089
144.740000 305.070000 -2.649590
285.000000 305.550000 -1.384130
76.270000 310.780000 0.702959
64.960000 313.990000 0.898305
381.720000 318.910000 1.981830
344.370000 322.250000 0.087213
268.140000 326.310000 -0.201184
110.650000 326.620000 0.948494
17.760000 327.540000 0.292050
212.310000 328.330000 2.867620
181.830000 336.210000 -1.740480
48.500000 341.530000 1.373730
158.870000 341.860000 -0.440150
123.460000 343.140000 0.665887
72.580000 344.280000 2.513440
239.230000 349.300000 4.306650
135.900000 357.940000 -2.985580
397.610000 358.610000 5.137730
420.130000 360.140000 -4.461720
175.680000 366.340000 1.099130
105.790000 375.550000 0.441817
189.320000 375.340000 -4.251640
165.050000 382.050000 6.327540
127.590000 385.180000 0.356602
35.340000 386.230000 -0.174384
114.640000 388.870000 -1.548240
368.150000 389.830000 2.187950
394.150000 390.520000 2.620340
146.950000 396.550000 -1.791470
162.790000 398.240000 2.319230
112.410000 402.970000 -2.740980
127.570000 403.960000 -0.540755
20.110000 404.050000 0.071732
381.320000 405.540000 4.752610
177.110000 406.470000 1.621520
431.820000 416.160000 -3.391680
327.100000 416.480000 -0.147998
172.970000 417.470000 0.677222
141.760000 420.690000 -1.066660
121.340000 421.730000 -0.086066
212.860000 421.820000 -2.011630
69.490000 422.100000 -0.251556
160.890000 422.110000 1.092230
293.030000 424.150000 -0.955938
309.320000 428.010000 0.473640
108.580000 428.520000 -0.197000
267.510000 429.140000 3.007430
242.740000 430.070000 1.014380
256.880000 432.190000 -2.647840
387.290000 433.360000 0.650127
300.360000 439.300000 3.037720
229.890000 439.890000 -1.800680
327.310000 441.880000 0.154631
