# Flux Network Reconstruction using RW method
# Walkers leave from emitting cells
# Probability involves emitting fluxes, then absorbing flux is shared among connections
# Seed: 1685043331
# Threshold: 0.5
# Precision: 100000.0
# Dt: 1.0
# Radius step: 8.000000
# Matrix output


0.003358 0.010503 0.000912 0.026966 0.000822 0.011820 0.011817 0.001144 0.002044 0.000735 0.014913 0.040362 0.001119 0.010290 0.001245 0.003307 0.008145 0.001471 0.002777 0.000066 0.001923 0.000009 0.000500 0.000055 0.001055 0.004343 0.000895 0.002393 0.002325 0.000139 0.000611 0.000651 0.000135 0.007447 0.000985 0.000373 0.000018 0.000204 0.000006 0.000445 0.000123 0.000059 0.000431 0.000222 0.000084 0.000326 0.000022 0.000170 0.000206 0.000127 0.000098 0.000262 0.000507 0.000232 0.000099 0.000046 0.000074 0.000003 -0.000000 0.000172 0.000195 -0.000000 0.000020 -0.000000 -0.000000 0.000122 -0.000000 0.000054 -0.000000 0.000059 
0.005859 0.000871 0.001244 0.000426 0.001119 0.004284 0.000134 0.002615 0.000428 0.000671 0.001965 0.002691 0.000067 0.000420 0.001187 0.000490 0.003312 0.000510 0.003055 0.000007 0.001206 0.000008 0.000144 0.000043 0.000681 0.000229 0.000209 0.002645 0.001816 0.000088 0.000855 0.000217 0.000125 0.001862 0.000328 0.000747 0.000049 0.000130 -0.000000 0.000408 0.000074 0.000051 0.000215 0.000369 0.000111 0.000089 0.000088 0.000255 0.000826 0.000254 0.000131 0.000105 0.000203 0.000154 0.000132 0.000062 0.000059 0.000013 -0.000000 0.000034 0.000195 -0.000000 -0.000000 -0.000000 0.000147 -0.000000 -0.000000 0.000109 -0.000000 0.000059 
0.080949 0.001931 0.113454 0.001311 0.026434 0.017214 0.000739 0.082689 0.001523 0.012892 0.007055 0.004613 0.000242 0.001190 0.010280 0.001592 0.011188 0.003551 0.057077 0.000024 0.007200 0.000417 0.000559 0.000462 0.004049 0.002514 0.000628 0.028086 0.010460 0.000234 0.013136 0.000749 0.000644 0.005895 0.001149 0.005975 0.000329 0.000891 0.000007 0.001447 0.000676 0.000097 0.002477 0.003842 0.001030 0.000266 0.000660 0.000382 0.000619 0.002350 0.000919 0.000995 0.000457 0.000656 0.000297 0.000046 0.000236 0.000064 0.000879 0.000310 0.000195 0.000198 0.000099 -0.000000 0.000220 0.000734 0.000027 0.000490 0.000041 0.000355 
0.001786 0.002543 0.000539 0.001540 0.000662 0.004522 0.000604 0.000490 0.000708 0.000584 0.003572 0.006535 0.000218 0.001260 0.000666 0.000882 0.002596 0.000706 0.002916 0.000014 0.001131 0.000009 0.000144 0.000033 0.000647 0.001828 0.000400 0.001889 0.001889 0.000064 0.000367 0.000315 0.000144 0.004654 0.000821 0.000280 0.000044 0.000130 0.000005 0.000260 0.000061 0.000038 0.000431 0.000665 0.000223 0.000237 0.000286 0.000340 0.000929 0.000191 0.000164 0.000157 0.000406 0.000077 0.000297 0.000062 0.000118 0.000010 0.000126 -0.000000 0.000260 -0.000000 0.000079 -0.000000 0.000037 0.000245 0.000027 0.000109 -0.000000 -0.000000 
0.070303 0.000824 0.215301 0.000360 0.030817 0.010392 0.000269 0.619187 0.000575 0.019684 0.001697 -0.000000 0.000048 0.000140 0.009267 0.000294 0.004207 0.001903 0.128875 0.000003 0.004147 0.001488 0.000127 0.000434 0.001633 0.000229 0.000057 0.039547 0.004940 0.000081 0.025967 0.000158 0.000221 0.000310 0.000328 0.016059 0.000351 0.000649 0.000001 0.000445 0.000713 0.000034 0.001615 0.003103 0.000473 -0.000000 0.000330 0.000042 0.000206 0.003303 0.001050 0.000262 -0.000000 0.000116 -0.000000 -0.000000 0.000030 0.000051 0.001632 0.000034 -0.000000 -0.000000 0.000020 -0.000000 0.000037 0.000857 -0.000000 0.000054 -0.000000 0.000355 
0.005144 0.014695 0.001326 0.011337 0.001644 0.018007 0.006043 0.003922 0.002619 0.001579 0.017234 0.027292 0.000889 0.005880 0.002751 0.003601 0.013426 0.002099 0.007083 0.000069 0.002488 0.000028 0.000771 0.000126 0.002178 0.004800 0.000914 0.005542 0.004141 0.000244 0.001772 0.001025 0.000500 0.014273 0.002518 0.001961 0.000111 0.000668 0.000017 0.000965 0.000246 0.000110 0.001185 0.001182 0.000473 0.000799 0.000352 0.000637 0.001961 0.000572 0.000394 0.000838 0.000761 0.000656 0.000429 0.000201 0.000266 0.000016 0.000063 0.000585 0.000389 0.000990 0.000138 0.000023 0.000147 0.000490 0.000081 0.000490 0.000104 -0.000000 
0.096524 0.041448 0.020063 0.018316 0.023695 0.136440 0.008527 0.024676 0.012187 0.014255 0.066080 0.056891 0.002692 0.015820 0.023282 0.012985 0.066325 0.014754 0.053744 0.000182 0.018661 0.000178 0.003136 0.000666 0.009119 0.014856 0.003409 0.027708 0.018160 0.000819 0.007393 0.003904 0.002020 0.039406 0.006349 0.005508 0.000271 0.001985 0.000039 0.003413 0.000750 0.000368 0.004415 0.003842 0.001309 0.001451 0.001057 0.001614 0.004646 0.001588 0.000886 0.001833 0.001167 0.001389 0.001122 0.000294 0.000369 0.000051 0.000565 0.000723 0.001363 0.000990 0.000276 0.000023 0.000477 0.000979 0.000081 0.000598 0.000166 0.000178 
0.019219 0.000871 0.018032 0.000491 0.006552 0.007536 0.000336 0.014054 0.001016 0.003201 0.004197 0.006150 0.000157 0.001400 0.003417 0.000882 0.005460 0.001668 0.018331 0.000024 0.003544 0.000083 0.000500 0.000185 0.003437 0.002057 0.000705 0.011335 0.005158 0.000162 0.004094 0.000572 0.000577 0.012411 0.001642 0.003548 0.000213 0.000909 0.000016 0.001521 0.000492 0.000106 0.001400 0.001995 0.000863 0.000385 0.000748 0.000637 0.002168 0.001334 0.000886 0.000681 0.000660 0.000772 0.000594 0.000108 0.000207 0.000038 0.000690 0.000482 0.000974 0.000198 0.000237 0.000023 0.000404 0.000979 0.000068 0.000598 0.000062 0.000355 
0.002000 0.005675 0.000580 0.024312 0.000616 0.009757 0.033369 0.001307 0.001537 0.000649 0.015181 0.078802 0.001355 0.016940 0.001014 0.003895 0.007698 0.001628 0.004305 0.000079 0.000942 0.000008 0.000720 0.000039 0.001395 0.009599 0.001295 0.002267 0.001743 0.000139 0.000672 0.000651 0.000337 0.011791 0.001806 0.000373 0.000040 0.000204 0.000008 0.000594 0.000012 0.000063 0.000377 0.000443 0.000278 0.000414 0.000132 0.000679 0.001342 0.000191 0.000033 0.000471 0.000457 0.000116 0.000165 0.000077 0.000089 0.000003 0.000063 0.000172 0.000454 0.000792 0.000020 -0.000000 -0.000000 0.000367 0.000027 0.000109 0.000062 0.000059 
0.069875 0.052728 0.016498 0.023231 0.019381 0.178721 0.015107 0.030886 0.015995 0.014644 0.092780 0.086875 0.003630 0.021700 0.024499 0.017615 0.083958 0.017462 0.056521 0.000282 0.019905 0.000189 0.004415 0.000817 0.014393 0.023084 0.004818 0.038540 0.026369 0.001344 0.012770 0.004910 0.002212 0.060195 0.009031 0.008683 0.000475 0.002542 0.000067 0.004638 0.000787 0.000549 0.004577 0.004064 0.002200 0.002665 0.001409 0.003057 0.008362 0.002731 0.001149 0.002776 0.002487 0.002393 0.001584 0.000464 0.000841 0.000080 0.001130 0.001721 0.002402 0.001188 0.000493 0.000070 0.001284 0.003304 0.000176 0.001088 0.000187 0.000414 
