# Flux Network Reconstruction using RW method
# Walkers leave from emitting cells
# Probability involves emitting fluxes, then absorbing flux is shared among connections
# Seed: 1685144763
# Threshold: 0.5
# Precision: 100000.0
# Dt: 1.0
# Radius step: 7.000000
# Matrix output


0.002781 0.013213 0.013974 0.000666 0.015239 0.023636 0.002546 0.016423 0.009476 0.008550 0.034380 0.004420 0.008801 0.001349 0.001687 0.002016 0.000007 0.003480 0.001716 0.003516 0.001919 0.002450 0.003716 0.001743 0.001081 0.003170 0.000872 0.001354 0.002480 0.000177 0.006055 0.000215 0.000220 0.001312 0.000566 0.000733 0.000494 0.000190 0.001996 0.000185 0.000268 0.000489 0.000114 0.000047 0.000048 0.000122 0.000284 0.000295 0.000152 0.000019 0.000037 0.000025 0.000042 0.000088 0.000176 0.000091 0.000234 0.000230 0.000055 0.000473 0.000046 -0.000000 0.000003 0.000011 0.000003 0.000033 -0.000000 
0.006300 0.026108 0.020544 0.001817 0.021311 0.024829 0.007859 0.019707 0.016036 0.012151 0.068006 0.008839 0.013729 0.002536 0.003662 0.003491 0.000015 0.004128 0.002377 0.005760 0.004702 0.002192 0.009052 0.003486 0.003695 0.006222 0.003092 0.001879 0.004596 0.000417 0.011140 0.000895 0.000440 0.002795 0.001935 0.001584 0.001878 0.000352 0.005190 0.000493 0.001026 0.000855 0.000760 0.000124 0.000145 0.000507 0.000223 0.000632 0.003494 0.000084 0.000185 0.000057 0.000111 0.000750 0.000307 0.000152 0.000818 0.000575 0.000082 0.001261 0.000320 0.000268 0.000016 0.000088 0.000002 0.000167 0.000083 
0.008820 0.450362 0.005032 0.300804 0.004405 0.001910 0.060163 0.000253 0.039634 0.001146 0.014053 0.199512 0.000939 0.001579 0.016839 0.000270 0.000013 0.000081 0.148799 0.000150 0.025526 0.000064 0.005622 -0.000000 0.004416 0.027705 0.029814 -0.000000 0.000584 0.000255 0.000484 0.008772 0.001189 0.000114 0.000236 0.000176 0.010081 0.000285 0.001397 0.000031 0.002229 0.004153 0.000532 -0.000000 0.000048 0.000041 0.000223 0.000126 -0.000000 0.000009 -0.000000 0.000271 0.000305 0.000441 -0.000000 -0.000000 0.000117 0.000115 0.000577 0.000315 0.000091 -0.000000 -0.000000 -0.000000 0.000003 0.000033 0.000083 
0.097366 0.197083 0.083812 0.010297 0.077445 0.050852 0.044943 0.042951 0.101409 0.033916 0.248185 0.046195 0.031858 0.011171 0.017377 0.009022 0.000060 0.009995 0.015580 0.012043 0.024759 0.006706 0.029348 0.007436 0.010544 0.022305 0.009832 0.003845 0.012840 0.001157 0.023008 0.002399 0.001277 0.005761 0.005285 0.003461 0.004546 0.000786 0.012774 0.000724 0.001605 0.002809 0.001786 0.000248 0.000322 0.001096 0.000486 0.001222 0.003949 0.000233 0.000185 0.000148 0.000152 0.001060 0.000966 0.000243 0.000877 0.000690 0.000165 0.002364 0.000457 0.000401 0.000030 0.000066 0.000005 0.000301 0.000125 
0.016293 0.486021 0.016827 0.051971 0.020299 0.009550 0.074941 0.007074 0.085464 0.009614 0.084569 0.124906 0.011558 0.006503 0.027897 0.002803 0.000059 0.003642 0.055585 0.004712 0.044623 0.002257 0.031064 0.002556 0.016672 0.047427 0.026959 0.001748 0.005617 0.001496 0.014531 0.008164 0.002891 0.004164 0.006134 0.003226 0.015715 0.001600 0.016167 0.000678 0.004548 0.011847 0.003229 0.000233 0.000814 0.001198 0.001601 0.000927 0.005772 0.000159 0.000185 0.000566 0.000707 0.002340 0.001141 0.000182 0.001812 0.000804 0.001017 0.002837 0.000549 0.000268 0.000043 0.000099 0.000016 0.000267 0.000416 
0.076207 0.213162 0.134452 0.009207 0.113280 0.086903 0.046880 0.059374 0.112798 0.050485 0.312678 0.046826 0.045352 0.014827 0.019783 0.013152 0.000070 0.013839 0.019277 0.017204 0.022839 0.009156 0.028586 0.008714 0.011806 0.019135 0.011577 0.005286 0.015101 0.001265 0.032453 0.002757 0.001424 0.005248 0.005096 0.003578 0.005139 0.000922 0.010978 0.000909 0.001471 0.002687 0.001748 0.000181 0.000218 0.000852 0.000709 0.001348 0.005924 0.000065 0.000315 0.000107 0.000222 0.000662 0.000790 0.000243 0.001344 0.000345 0.000165 0.002680 0.000183 0.000301 0.000022 0.000044 0.000007 0.000167 0.000333 
0.002042 0.089627 0.003718 0.013689 0.006548 0.004059 0.020202 0.003537 0.023598 0.004009 0.026851 0.033252 0.005574 0.002294 0.009802 0.001352 0.000022 0.002468 0.019013 0.002917 0.018137 0.001547 0.016199 0.002440 0.006398 0.022892 0.011021 0.001136 0.004815 0.000980 0.013078 0.003581 0.001541 0.003080 0.003586 0.001906 0.008895 0.001342 0.013373 0.000724 0.003032 0.008305 0.003039 0.000166 0.000548 0.001482 0.001176 0.001306 0.008051 0.000196 0.000259 0.000221 0.000707 0.002340 0.001010 0.000212 0.001578 0.002184 0.000632 0.004414 0.000823 0.000334 0.000070 0.000099 0.000023 0.000868 0.000457 
0.019942 0.092015 0.132273 0.005391 0.142329 0.213914 0.026899 0.164226 0.074257 0.073109 0.336769 0.029990 0.073690 0.012399 0.012602 0.021634 0.000066 0.024968 0.008978 0.031342 0.017561 0.017280 0.025442 0.017428 0.010274 0.018313 0.005313 0.008563 0.022251 0.001242 0.043593 0.001468 0.001306 0.009697 0.006653 0.003959 0.002767 0.001098 0.013573 0.001187 0.001070 0.001832 0.001216 0.000285 0.000250 0.001015 0.000547 0.002148 0.006380 0.000233 0.000444 0.000098 0.000139 0.000839 0.001097 0.000364 0.000584 0.001839 0.000165 0.002207 0.000595 0.000201 0.000014 0.000077 0.000007 0.000167 0.000291 
0.012730 0.063041 0.090607 0.003089 0.117506 0.297713 0.019095 0.214504 0.054850 0.068445 0.289591 0.020414 0.073807 0.009754 0.008473 0.023748 0.000047 0.027598 0.006338 0.033810 0.012187 0.018956 0.021630 0.023702 0.006849 0.011270 0.006264 0.007209 0.018603 0.001126 0.047468 0.001074 0.000866 0.008842 0.005379 0.004370 0.002174 0.000651 0.012375 0.001218 0.000892 0.001954 0.001140 0.000300 0.000209 0.000568 0.000243 0.001474 0.005772 0.000345 0.000278 0.000090 0.000236 0.000618 0.000966 0.000334 0.001110 0.001264 0.000055 0.001419 0.000549 0.000201 0.000027 0.000033 0.000002 0.000200 0.000083 
0.001390 0.008119 0.011634 0.000424 0.017263 0.166165 0.001937 0.119506 0.006105 0.012273 0.044668 0.001684 0.015313 0.001619 0.001400 0.006318 0.000007 0.007243 0.000660 0.008453 0.001152 0.007157 0.004193 0.005461 0.001307 0.001526 0.000634 0.002403 0.004450 0.000185 0.009930 0.000215 0.000103 0.001996 0.000897 0.000704 -0.000000 0.000176 0.002395 0.000308 0.000178 0.000244 0.000114 0.000052 0.000032 0.000183 0.000041 0.000379 0.000456 0.000037 0.000148 0.000016 0.000028 0.000044 0.000395 0.000182 0.000234 0.000115 0.000027 0.000315 0.000229 0.000033 -0.000000 0.000022 0.000002 -0.000000 -0.000000 
