# Flux Network Reconstruction using RW method
# Walkers leave from emitting cells
# Probability involves emitting fluxes, then absorbing flux is shared among connections
# Seed: 1685144763
# Threshold: 0.5
# Precision: 100000.0
# Dt: 1.0
# Radius step: 7.000000
# Matrix output


0.002846 0.000291 0.003749 0.005737 0.013515 0.000035 0.006138 0.015843 0.037645 0.002028 0.028658 0.003725 0.011634 0.017891 0.002816 0.000888 0.000341 0.000225 0.000004 0.001560 0.000052 0.000347 0.001007 0.000670 0.001247 0.002016 0.004269 0.000325 0.000412 0.000933 0.000052 0.003588 0.000474 0.000101 0.000224 0.000358 0.000248 0.000075 0.000219 0.000436 0.000024 0.000070 0.000018 0.000237 -0.000000 0.000027 0.000042 -0.000000 0.000134 0.000064 0.000367 0.000034 0.000004 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000055 0.000180 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000090 0.000019 -0.000000 0.000007 -0.000000 
0.012295 0.001005 0.013568 0.023307 0.048374 0.000139 0.007493 0.034989 0.038721 0.006784 0.038709 0.010504 0.030735 0.046705 0.006915 0.003550 0.000942 0.000516 0.000016 0.002687 0.000208 0.000631 0.001678 0.001856 0.002701 0.003456 0.005665 0.001083 0.001031 0.001555 0.000126 0.005382 0.000711 0.000404 0.000246 0.000279 0.000331 0.000124 0.000175 0.002180 0.000035 0.000070 0.000081 0.000237 0.000183 0.000033 0.000104 0.000020 0.000067 -0.000000 0.000367 0.000206 0.000004 0.000050 -0.000000 0.000230 -0.000000 -0.000000 0.000055 -0.000000 0.000148 0.000104 -0.000000 -0.000000 -0.000000 0.000090 -0.000000 0.000009 0.000007 -0.000000 
0.028004 0.002987 0.030082 0.043566 0.076007 0.000416 0.004683 0.050681 0.035494 0.014967 0.033576 0.022870 0.043845 0.070246 0.012836 0.006374 0.003426 0.000479 0.000084 0.006847 0.001665 0.000747 0.009623 0.004692 0.009350 0.003456 0.008292 0.004766 0.003918 0.002550 0.000339 0.009569 0.002015 0.001161 0.001141 0.002071 0.001571 0.000523 0.001094 0.005813 0.000170 0.000348 0.000198 0.001661 0.001585 0.000132 0.000333 0.000057 0.000601 0.000481 0.001833 0.000412 0.000014 0.000399 0.000873 0.000691 0.000007 0.000627 0.000771 0.001257 0.000148 0.000052 -0.000000 0.000591 0.000064 0.000359 0.000019 0.000037 0.000040 -0.000000 
0.007741 0.164750 0.083372 0.310881 0.005687 0.046736 0.000074 0.003604 -0.000000 0.056162 0.000855 0.018027 0.001563 0.003202 0.002443 0.094804 0.007833 0.000009 0.001876 0.002947 0.037619 0.000019 0.028309 0.003506 0.004156 0.000216 -0.000000 0.016572 0.030004 0.000155 0.000126 0.000598 0.000040 0.000227 0.000067 0.000040 0.011986 0.001518 0.000481 0.000581 0.000006 0.001391 0.000027 0.004865 0.000549 -0.000000 0.000062 0.000045 -0.000000 0.000224 0.000122 -0.000000 0.000158 -0.000000 0.000312 0.000058 -0.000000 -0.000000 -0.000000 -0.000000 0.000888 0.000988 -0.000000 0.000098 -0.000000 -0.000000 -0.000000 -0.000000 0.000007 0.000098 
0.195346 0.012451 0.139519 0.198290 0.161181 0.001861 0.005398 0.103690 0.047325 0.053924 0.034432 0.070173 0.080483 0.146896 0.035320 0.026384 0.009776 0.000927 0.000238 0.019371 0.006244 0.001494 0.025959 0.014436 0.030856 0.007200 0.017324 0.022530 0.012682 0.005784 0.000988 0.022725 0.004189 0.002550 0.002528 0.003863 0.004960 0.001692 0.003370 0.010754 0.000282 0.001322 0.000505 0.004390 0.003413 0.000203 0.000936 0.000167 0.002137 0.000897 0.002933 0.000687 0.000067 0.001147 0.001558 0.001093 0.000007 0.000753 0.001432 0.001257 0.001333 0.000468 0.000223 0.001772 0.000574 0.001707 0.000208 0.000055 0.000040 0.000441 
0.152315 0.010812 0.131306 0.167990 0.207883 0.001318 0.007592 0.122236 0.060232 0.055463 0.065442 0.079038 0.092725 0.195484 0.039047 0.028401 0.009276 0.001091 0.000224 0.020671 0.004475 0.001633 0.021036 0.013354 0.033246 0.007920 0.019622 0.019605 0.013095 0.006562 0.001115 0.024121 0.004466 0.002702 0.002327 0.003903 0.004051 0.001070 0.002626 0.010172 0.000353 0.001043 0.000541 0.003678 0.002682 0.000214 0.000915 0.000130 0.002003 0.000769 0.004399 0.000687 0.000056 0.000599 0.001683 0.001036 0.000003 0.000878 0.000991 0.001437 0.001111 0.000468 0.000112 0.001083 0.000191 0.000988 0.000057 0.000046 0.000027 0.000147 
0.000683 0.003119 0.003749 0.009861 0.000669 0.000162 0.000099 0.001276 -0.000000 0.002448 0.000428 0.002235 0.000174 0.001695 0.000580 0.002501 0.000240 0.000015 0.000016 0.000910 0.000364 0.000019 0.001902 0.000825 0.001351 0.000216 0.000657 0.000975 0.000825 0.000435 0.000057 0.000997 0.000435 0.000353 0.000179 0.000358 0.000827 0.000199 0.000438 0.000872 0.000047 0.000417 0.000036 0.000949 0.000366 0.000016 0.000187 0.000053 0.000134 0.000224 0.001222 0.000172 0.000014 0.000050 0.000436 0.000173 0.000002 0.000125 0.000496 0.000359 0.000296 0.000260 -0.000000 0.000591 -0.000000 0.000359 0.000094 0.000009 0.000020 0.000196 
0.021402 0.003860 0.038740 0.072431 0.174429 0.000555 0.037343 0.153321 0.254912 0.026787 0.241237 0.042014 0.142561 0.227312 0.032711 0.013152 0.005529 0.002521 0.000100 0.016207 0.001925 0.003777 0.015106 0.009951 0.030337 0.020303 0.045074 0.012456 0.006083 0.011787 0.000885 0.042261 0.007192 0.002828 0.003110 0.006491 0.002149 0.000946 0.002670 0.008574 0.000535 0.000800 0.000595 0.002136 0.002377 0.000406 0.000998 0.000081 0.002871 0.000513 0.005988 0.001167 0.000046 0.001048 0.000810 0.001381 0.000009 0.001756 0.001432 0.001796 0.000740 0.000208 0.000335 0.001476 0.000128 0.001527 0.000094 0.000046 0.000053 0.000343 
0.034151 0.004838 0.053112 0.083906 0.193966 0.000948 0.019571 0.157450 0.139825 0.031823 0.133023 0.058329 0.137525 0.224487 0.037639 0.019364 0.007513 0.001960 0.000200 0.021018 0.004267 0.003059 0.022938 0.014385 0.036674 0.015119 0.032759 0.017222 0.010723 0.010947 0.001229 0.046248 0.007746 0.004015 0.003759 0.005655 0.004629 0.001617 0.004595 0.016131 0.000623 0.001461 0.000847 0.004272 0.002743 0.000461 0.001372 0.000175 0.004474 0.001057 0.007943 0.001373 0.000092 0.001696 0.001932 0.002475 0.000005 0.001882 0.002093 0.004130 0.001629 0.000676 0.000223 0.002657 0.000383 0.001617 0.000302 0.000111 0.000080 0.000588 
0.012978 0.002670 0.021245 0.042491 0.102570 0.000312 0.044417 0.107520 0.258139 0.017136 0.241023 0.029723 0.105922 0.161585 0.021490 0.010731 0.003907 0.001917 0.000077 0.012221 0.001509 0.003315 0.012532 0.007940 0.018908 0.016487 0.036946 0.009424 0.006702 0.009174 0.000689 0.034686 0.005809 0.002525 0.002327 0.004619 0.001653 0.000946 0.001969 0.009301 0.000470 0.000869 0.000586 0.002373 0.001646 0.000318 0.000832 0.000065 0.002337 0.000352 0.004643 0.001133 0.000032 0.000798 0.001184 0.002014 0.000014 0.002007 0.000826 0.002694 0.000518 0.000312 0.000447 0.001673 0.000510 0.001168 0.000226 0.000065 0.000067 0.000294 
